,logFC,logCPM,PValue
TFF1,-15.2900753236237,11.6402627104089,0.000257358713397624
IL1B,-14.9783672617052,11.3288384763936,0.000331989141843331
CCL3L3,-13.6695823735745,10.0221964632478,0.00125689913121085
CCL4L1,-13.657623841348,10.0102678117187,0.00127410987401616
CCL4,-13.5663349424141,9.919215338542,0.00141237883437002
FCN1,-13.0992715842215,9.45362478469268,0.00234952453287622
SRGN,-12.9725717093941,9.32741276494784,0.00268400531787383
CTSS,-12.9496630141417,9.30459707717297,0.00274885150276235
TGFBI,-12.8888567484223,9.24404565664444,0.00292675746772611
CXCL2,-12.8030525053701,9.15861858040002,0.00319576763424513
PLAUR,-12.6462738058472,9.00258902620951,0.003745411016227
VIM,-12.4711295197012,8.8283828492188,0.00445488905168496
ITGB2,-12.4384234426273,8.79586512675995,0.00459935587503256
LOC101930249,-12.343606497037,8.70161173359669,0.00504185142289724
MAFB,-12.3176177902314,8.67579309480149,0.0051705259152445
LMCD1,-12.3138230321062,8.67201603388133,0.00518999763955669
S100A4,-12.2608492839974,8.61938958068896,0.00545974989387729
VCAN,-12.2336634366651,8.59238534309551,0.00560079200245692
LAPTM5,-12.2315635591007,8.59029874000649,0.00561998083774292
FPR1,-12.1383078148093,8.49768756568056,0.00660041720775494
SPINK1,-12.0487268697566,8.4087686987686,0.00767211290826954
TYROBP,-12.0355172261263,8.39566017969685,0.00783982576955301
TNF,-11.9985543454523,8.35898517528919,0.00832498031242304
CXCL3,-11.993489011976,8.35395978338148,0.00839353178150922
FCER1G,-11.8483691232879,8.21004404486702,0.0105739443761873
CYBB,-11.7573693196576,8.11986439447206,0.0121604649393754
CORO1A,-11.632570429527,7.9962754181749,0.0146397113980976
TNFSF15,-11.630110262003,7.99383940281047,0.0147052155781465
NLRP3,-11.5447707173132,7.90939212890669,0.016615879654029
PTGS2,-11.5316252554688,7.89638751275134,0.0169331075230299
CPVL,-11.5273523678306,7.89216206388592,0.017038361782513
CD300E,-11.5255989103253,7.89042768514053,0.0170850454599238
GPR183,-11.522025513135,7.88689323441073,0.0171613536888138
CD83,-11.5079461150568,7.87296824491945,0.0175039311030208
BCL2A1,-11.4674765833826,7.83295068172439,0.0185407430722117
IFI6,-11.4544615701187,7.82008096323083,0.0188701271945504
MMP9,-11.3374999366645,7.70451107934853,0.022114908734676
AIF1,-11.2562782015122,7.6243264665636,0.0246481231031092
RGS2,-11.1645834093101,7.53386896660346,0.0277391285975834
CCL3,-11.1483308926666,11.037749647336,0.00123716197138423
CD52,-11.0907003014815,7.46104261212006,0.0320342123828679
SLC11A1,-11.0657016221776,7.43641335541495,0.033816828333891
S100A12,-11.0185529085504,7.38998045816256,0.0373875717637654
MNDA,-10.9632030113556,7.33549686698632,0.0418653644460165
PTPRC,-9.24404263224771,7.86661714868958,0.0295475767573706
HLA-DPA1,-8.40645067862345,8.33671251393969,0.0263002936448761
LYZ,-7.95306621739121,11.5557659400279,0.00924611144459073
LCP1,-6.48405680396591,9.22201897812091,0.0373959285078163
IL8,-5.61242683067035,11.6100652798059,0.0415064272204775
S100A9,-5.60337102606543,11.5038987498593,0.0427600777482826
