!Sample_title,!Sample_geo_accession,!Sample_type,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_description,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1,,,,,,
Br37_1 #2,GSM3021472,SRA,Br37_1,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-single,cell type: CTC,ctc-cluster size: NA,ctc-cluster id: NA,sample cell type: CTC.single.ctc,sample cell type cat: CTC.single.ctc,mouse type: NA,donor: Br37,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595785,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739066,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021472/suppl/GSM3021472_Br37_1.hs.raw_counts.txt.gz
Br37_2 #2,GSM3021473,SRA,Br37_2,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-single,cell type: CTC,ctc-cluster size: NA,ctc-cluster id: NA,sample cell type: CTC.single.ctc,sample cell type cat: CTC.single.ctc,mouse type: NA,donor: Br37,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595784,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739067,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021473/suppl/GSM3021473_Br37_2.hs.raw_counts.txt.gz
Br38_5 #2,GSM3021474,SRA,Br38_5,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-single,cell type: CTC,ctc-cluster size: NA,ctc-cluster id: NA,sample cell type: CTC.single.ctc,sample cell type cat: CTC.single.ctc,mouse type: NA,donor: Br38,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595783,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739068,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021474/suppl/GSM3021474_Br38_5.hs.raw_counts.txt.gz
Br38_6 #2,GSM3021475,SRA,Br38_6,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-single,cell type: CTC,ctc-cluster size: NA,ctc-cluster id: NA,sample cell type: CTC.single.ctc,sample cell type cat: CTC.single.ctc,mouse type: NA,donor: Br38,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595782,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739069,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021475/suppl/GSM3021475_Br38_6.hs.raw_counts.txt.gz
Br23_20 #2,GSM3021476,SRA,Br23_20,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-cluster,cell type: CTC,ctc-cluster size: 4,ctc-cluster id: cBr23-7,sample cell type: CTC.cluster.ctc,sample cell type cat: CTC.cluster.ctc,mouse type: NA,donor: Br23,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595781,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739070,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021476/suppl/GSM3021476_Br23_20.hs.raw_counts.txt.gz
Br23_23 #2,GSM3021477,SRA,Br23_23,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-cluster,cell type: CTC,ctc-cluster size: 2,ctc-cluster id: cBr23-8,sample cell type: CTC.cluster.ctc,sample cell type cat: CTC.cluster.ctc,mouse type: NA,donor: Br23,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595780,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739071,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021477/suppl/GSM3021477_Br23_23.hs.raw_counts.txt.gz
Br23_26 #2,GSM3021478,SRA,Br23_26,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-cluster,cell type: CTC,ctc-cluster size: 4,ctc-cluster id: cBr23-10,sample cell type: CTC.cluster.ctc,sample cell type cat: CTC.cluster.ctc,mouse type: NA,donor: Br23,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595779,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739072,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021478/suppl/GSM3021478_Br23_26.hs.raw_counts.txt.gz
Br23_27 #2,GSM3021479,SRA,Br23_27,Homo sapiens,origin: patient,number of cells: 3,number of ctc: 3,number of wbc attached: 0,sample type: CTC-cluster,cell type: CTC,ctc-cluster size: 4,ctc-cluster id: cBr23-10,sample cell type: CTC.cluster.ctc,sample cell type cat: CTC.cluster.ctc,mouse type: NA,donor: Br23,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595778,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739073,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021479/suppl/GSM3021479_Br23_27.hs.raw_counts.txt.gz
Br23_28 #2,GSM3021480,SRA,Br23_28,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-single,cell type: CTC,ctc-cluster size: NA,ctc-cluster id: NA,sample cell type: CTC.single.ctc,sample cell type cat: CTC.single.ctc,mouse type: NA,donor: Br23,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595777,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739074,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021480/suppl/GSM3021480_Br23_28.hs.raw_counts.txt.gz
Br44_3 #2,GSM3021481,SRA,Br44_3,Homo sapiens,origin: patient,number of cells: 1,number of ctc: 1,number of wbc attached: 0,sample type: CTC-single,cell type: CTC,ctc-cluster size: NA,ctc-cluster id: NA,sample cell type: CTC.single.ctc,sample cell type cat: CTC.single.ctc,mouse type: NA,donor: Br44,treatment: NA,polyA RNA,RNA was captured on beads conjugated with oligo-dT primer according to Macauley et al. Separation and parallel sequencing of the genomes and transcriptomes of single cells using G&T-seq. Nat Protoc 11, 2081-2103 (2016).,Libraries were prepared with Smart -Seq2 protocol. Sequencing libraries were generated and indexed from 0.25 ng of cDNA per sample using the Nextera XT DNA Library Preparation Kit (Illumina, Cat# FC-131-2001) according to manufacturer’s instructions,9606,NA,Basecalls performed using CASAVA version 1.4,Trim Galore (v0.4.2; parameters : --phred33 --length 36 --clip_R1 9).,Mapping using STAR (v 2.5.2a; parameters: --runMode alignReads --genomeLoad LoadAndExit) to a combined human (GRCh38) and mouse (GRCm38) genome reference,The gene-level expression counts computed with featureCounts (v1.5.1) using the gene annotations obtained from RefSeq (release 70).,To normalize gene counts for cell-specific biases, we used size factors computed utilizing the deconvolution strategy developed by Lun et al. (2016) implemented in the scran (v1.6.5) package available on R/Bioconductor,Genome_build: GRCh38,Supplementary_files_format_and_content: raw_counts.txt are tab-delimited files containing the gene counts as obtained from featureCounts; processed_normalized_matrix.txt contain normalized counts for human genes, using the method implemented in scran R/bioconductor package,GPL18573,Francesc,,Castro-Giner,University of Basel,Mattenstrasse 28,Basel,CH-4058,Switzerland,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08595776,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3739075,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3021nnn/GSM3021481/suppl/GSM3021481_Br44_3.hs.raw_counts.txt.gz
