!Sample_title,!Sample_geo_accession,!Sample_status,!Sample_submission_date,!Sample_last_update_date,!Sample_type,!Sample_channel_count,!Sample_source_name_ch1,!Sample_organism_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_characteristics_ch1,!Sample_molecule_ch1,!Sample_extract_protocol_ch1,!Sample_extract_protocol_ch1,!Sample_taxid_ch1,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_data_processing,!Sample_platform_id,!Sample_contact_name,!Sample_contact_department,!Sample_contact_institute,!Sample_contact_address,!Sample_contact_city,!Sample_contact_state,!Sample_contact_zip/postal_code,!Sample_contact_country,!Sample_data_row_count,!Sample_instrument_model,!Sample_library_selection,!Sample_library_source,!Sample_library_strategy,!Sample_relation,!Sample_relation,!Sample_supplementary_file_1
PT089_P1_A01,GSM3326172,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789707,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526910,NONE
PT089_P1_A02,GSM3326173,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789706,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526911,NONE
PT089_P1_A03,GSM3326174,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789705,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526912,NONE
PT089_P1_A04,GSM3326175,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789704,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526913,NONE
PT089_P1_A05,GSM3326176,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789703,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526914,NONE
PT089_P1_A06,GSM3326177,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789702,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526915,NONE
PT089_P1_A07,GSM3326178,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789701,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526916,NONE
PT089_P1_A08,GSM3326179,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789700,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526917,NONE
PT089_P1_A09,GSM3326180,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789699,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526918,NONE
PT089_P1_A10,GSM3326181,Public on Aug 11 2018,Aug 10 2018,Aug 12 2018,SRA,1,breast,Homo sapiens,tissue: breast,breast cancer subtype: TNBC,patient: PT089,total RNA,Fresly collected human tumor samples were mechanically and enzymatically digested using tumor dissociation kit (Miltenyi Biotec). Single cells were sorted by flow cytometry, lysed and snap frozen on dry ice immediately.,RNA libraries were prepared using Smart-seq2 protocol (Picelli et al., 2014),9606,Fastq files were quantified to transcript per million (TPM) expression values with RSEM with default parameters,Low quality cells were filtered as follows: 4 median absolute deviations (MADs) below the median for any of the three metrics concering: i) library size; ii) number of expressed genes; iii) total amount of mRNA,Unexpressed genes were removed as follows: a gene was considered unexpressed if log2(TPM+1) < 0.1 in at least 95% of cells separately for each patient,Data was normalized following a three-step combination approach: i) Transform the TPM values into relative counts with the Census algorithm (Qiu et al, 2017); ii) Normalize the Census counts with the deconvolution strategy implemented in scran (Lun et al 2016); iii) Remove additional sources of variation with RUVSeq (Risso et al, 2014),Genome_build: GRCh38,Supplementary_files_format_and_content: tab-delimited text files representing: TPM values (tpm_rsem.txt); counts (counts_rsem.txt); normalized data as described above (norm_data.txt),GPL9052,Simona,,Cristea,Biostatistics and Computational Biology,Dana-Farber Cancer Institute,450 Brookline Ave.,Boston,Massachusetts,02215,USA,0,Illumina Genome Analyzer,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN09789698,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX4526919,NONE
