Geneid	Br61_CTC___25
MRTO4	12
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	37
PQLC2	12
CAPZB	72
LOC644083	0
MINOS1	48
MINOS1-NBL1	5
RPS14P3	10
NBL1	0
HTR6	0
TMCO4	45
RNF186	0
OTUD3	0
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	4
MUL1	62
FAM43B	0
CDA	0
PINK1	6
MIR6084	0
PINK1-AS	17
DDOST	328
KIF17	0
SH2D5	0
HP1BP3	57
EIF4G3	0
MIR1256	0
ECE1	56
RP5-1071N3.1	0
NBPF3	0
ALPL	0
RAP1GAP	42
USP48	48
LDLRAD2	0
HSPG2	0
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	0
CDC42	405
WNT4	7
MIR4418	0
LOC101060363	0
ZBTB40	23
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	42
MIR3115	0
MIR4419A	0
LUZP1	8
HTR1D	0
RP5-1057J7.6	0
HNRNPR	138
ZNF436	116
C1orf213	3
TCEA3	44
ASAP3	0
E2F2	0
LOC101928163	0
ID3	193
MDS2	0
RPL11	784
TCEB3	90
RP5-886K2.3	0
PITHD1	41
LYPLA2	120
GALE	0
HMGCL	27
FUCA1	0
CNR2	0
MIR378F	0
PNRC2	43
SRSF10	110
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	18
STPG1	0
NIPAL3	0
RCAN3AS	0
RCAN3	7
LOC100506985	0
NCMAP	0
SRRM1	84
CLIC4	175
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	3
C1orf63	87
RHD	0
LOC101928189	7
TMEM50A	137
RHCE	51
TMEM57	22
LDLRAP1	38
MAN1C1	0
SEPN1	7
LOC102723671	0
MTFR1L	52
LOC646471	4
AUNIP	4
PAQR7	0
STMN1	236
MIR3917	3
PAFAH2	0
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	33
FAM110D	0
ZNF593	38
CNKSR1	98
CATSPER4	0
LOC101928303	0
CEP85	0
SH3BGRL3	79
UBXN11	0
CD52	0
AIM1L	0
ZNF683	0
LIN28A	0
DHDDS	26
RP3-476K8.3	4
HMGN2	22
RPS6KA1	1
MIR1976	0
LOC101928728	0
ARID1A	94
PIGV	0
ZDHHC18	0
SFN	0
GPN2	33
GPATCH3	1
NR0B2	0
NUDC	34
C1orf172	33
OSTCP2	0
TRNP1	0
FAM46B	163
LOC101928391	0
SLC9A1	7
LOC102723760	0
WDTC1	2
TMEM222	50
LOC644961	36
RNU6-48P	0
SYTL1	0
MAP3K6	0
FCN3	0
CD164L2	0
GPR3	0
WASF2	153
AHDC1	10
FGR	0
IFI6	0
FAM76A	0
STX12	1
PPP1R8	70
SCARNA1	0
THEMIS2	0
RPA2	117
SMPDL3B	0
XKR8	0
EYA3	0
PTAFR	0
DNAJC8	48
ATPIF1	41
SESN2	95
MED18	0
PHACTR4	277
SNHG3	31
RCC1	17
SNORA73A	0
RNU105A	0
TRNAU1AP	67
SNHG12	18
SNORD99	3
SNORA61	0
SNORA44	2
SNORA16A	4
RAB42	0
TAF12	0
RNU11	0
GMEB1	8
YTHDF2	200
OPRD1	0
EPB41	0
TMEM200B	0
SRSF4	79
MECR	0
PTPRU	0
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	0
MATN1-AS1	0
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	0
PUM1	170
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	0
SNRNP40	4
ZCCHC17	4
FABP3	0
SERINC2	186
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	38
HCRTR1	0
PEF1	177
COL16A1	0
LOC101929444	0
BAI2	0
MIR4254	0
SPOCD1	0
PTP4A2	19
KHDRBS1	190
TMEM39B	29
MIR5585	0
KPNA6	12
TXLNA	0
CCDC28B	0
IQCC	0
DCDC2B	17
TMEM234	59
EIF3I	156
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	124
MARCKSL1	244
FAM229A	16
TSSK3	5
BSDC1	228
ZBTB8B	0
ZBTB8A	71
LOC102723870	0
ZBTB8OS	17
RBBP4	124
SYNC	16
KIAA1522	26
YARS	0
S100PBP	0
FNDC5	0
HPCA	2
TMEM54	82
RNF19B	0
AK2	62
ADC	0
TRIM62	0
ZNF362	20
A3GALT2	0
PHC2	153
MIR3605	3
ZSCAN20	45
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	55
DLGAP3	0
LOC653160	0
ZMYM6NB	25
ZMYM6	18
ZMYM1	36
SFPQ	200
ZMYM4	41
KIAA0319L	80
NCDN	16
TFAP2E	3
PSMB2	192
C1orf216	0
CLSPN	0
AGO4	36
AGO1	0
AGO3	5
TEKT2	0
ADPRHL2	181
COL8A2	0
TRAPPC3	149
MAP7D1	37
THRAP3	206
SH3D21	13
EVA1B	0
STK40	42
LSM10	0
OSCP1	0
MRPS15	36
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	0
ZC3H12A	172
MIR6732	2
MEAF6	23
MIR5581	0
SNIP1	64
DNALI1	0
GNL2	134
RSPO1	0
C1orf109	24
CDCA8	0
EPHA10	0
MANEAL	0
YRDC	61
C1orf122	125
MTF1	8
INPP5B	0
SF3A3	7
FHL3	0
UTP11L	11
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	43
GJA9-MYCBP	0
MYCBP	0
GJA9	0
RHBDL2	0
AKIRIN1	106
NDUFS5	197
MACF1	4
KIAA0754	0
BMP8A	1
PPIEL	1
PABPC4	4
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	34
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	0
MYCL	0
MFSD2A	0
CAP1	250
PPT1	295
RLF	129
TMCO2	0
ZMPSTE24	145
COL9A2	0
SMAP2	0
ZFP69B	0
ZFP69	0
EXO5	0
ZNF684	13
RIMS3	0
NFYC-AS1	0
NFYC	9
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	113
CTPS1	76
SLFNL1-AS1	0
SLFNL1	0
SCMH1	3
LOC102723924	0
FOXO6	0
LOC101929901	0
EDN2	0
HIVEP3	53
GUCA2B	0
GUCA2A	0
FOXJ3	48
RIMKLA	0
ZMYND12	0
PPCS	45
CCDC30	0
PPIH	36
YBX1	12
CLDN19	0
LEPRE1	84
C1orf50	20
LOC100129924	0
CCDC23	6
ERMAP	28
ZNF691	0
LOC339539	0
SLC2A1	82
SLC2A1-AS1	1
FAM183A	0
EBNA1BP2	24
MIR6733	0
WDR65	0
TMEM125	53
C1orf210	2
TIE1	0
MPL	0
CDC20	0
ELOVL1	0
MIR6734	0
MED8	123
SZT2	82
MIR6735	0
HYI	3
PTPRF	280
KDM4A	80
KDM4A-AS1	12
ST3GAL3	50
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	42
DPH2	57
ATP6V0B	245
B4GALT2	0
CCDC24	35
SLC6A9	0
KLF17	0
DMAP1	21
ERI3	88
ERI3-IT1	0
RNF220	0
MIR5584	0
LOC102723990	0
TMEM53	0
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	0
RPS8	515
SNORD55	0
SNORD46	0
SNORD38A	0
SNORD38B	0
BEST4	0
PLK3	0
TCTEX1D4	0
BTBD19	0
PTCH2	0
EIF2B3	0
HECTD3	78
UROD	0
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	65
TOE1	129
TESK2	5
CCDC163P	0
MMACHC	1
PRDX1	234
AKR1A1	185
NASP	206
CCDC17	58
GPBP1L1	51
RPS15AP10	0
TMEM69	7
IPP	80
MAST2	6
PIK3R3	42
RP4-533D7.5	0
TSPAN1	0
LOC102724021	0
POMGNT1	13
LURAP1	0
RAD54L	1
LOC102724045	0
LOC102724033	0
LRRC41	137
UQCRH	120
NSUN4	79
FAAH	19
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	0
KNCN	0
MKNK1	0
LOC101929673	0
MOB3C	0
ATPAF1	93
TEX38	0
EFCAB14-AS1	0
EFCAB14	97
CYP4B1	0
CYP4Z2P	0
CYP4A11	0
CYP4X1	0
CYP4Z1	97
CYP4A22	0
LINC00853	0
PDZK1IP1	17
TAL1	0
STIL	460
CMPK1	89
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	49
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	1
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	167
TTC39A	127
LOC102724097	3
EPS15	18
OSBPL9	145
NRD1	110
MIR761	0
RAB3B	0
TXNDC12	112
KTI12	0
BTF3L4	34
ZFYVE9	0
CC2D1B	59
ORC1	0
PRPF38A	62
ZCCHC11	0
GPX7	0
FAM159A	0
COA7	11
ZYG11B	16
ZYG11A	31
ECHDC2	57
SCP2	76
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	0
C1orf123	24
MAGOH	43
RP5-1024G6.5	0
LRP8	0
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	0
YIPF1	70
DIO1	0
HSPB11	12
LRRC42	66
LDLRAD1	0
TMEM59	100
TCEANC2	0
MIR4781	0
CDCP2	0
CYB5RL	0
MRPL37	148
SSBP3	0
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	4
TTC4	6
PARS2	0
TTC22	0
C1orf177	0
DHCR24	481
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	11
LOC100507634	1
MIR4422	0
LOC102724140	0
PPAP2B	52
PRKAA2	16
LOC102724154	0
C1orf168	0
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	37
TACSTD2	750
MYSM1	10
JUN	1186
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	12
MIR4711	0
RP4-782L23.1	31
HOOK1	16
CYP2J2	0
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	39
LOC102724281	0
RP5-833A20.1	0
MGC34796	0
TM2D1	27
INADL	123
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	30
DOCK7	17
ANGPTL3	0
RP11-230B22.1	0
ATG4C	0
LINC00466	0
LOC100996301	1
FOXD3	0
MIR6068	0
ALG6	6
ITGB3BP	18
LOC102724319	0
EFCAB7	0
DLEU2L	0
PGM1	0
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	0
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	118
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	0
DNAJC6	30
LOC102724416	0
LEPROT	44
LEPR	2
PDE4B	1396
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	0
MIER1	25
SLC35D1	0
C1orf141	0
IL23R	1
IL12RB2	0
SERBP1	52
LOC102724481	0
GADD45A	26
GNG12	66
GNG12-AS1	0
DIRAS3	38
WLS	0
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	5
SRSF11	335
ANKRD13C	4
HHLA3	24
LOC102724548	0
CTH	61
RP5-952N6.1	0
LOC102724572	0
PTGER3	14
ZRANB2-AS1	0
ZRANB2	73
MIR186	0
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	15
TYW3	30
LHX8	0
SLC44A5	16
ACADM	2
RABGGTB	31
SNORD45C	0
SNORD45A	2
SNORD45B	0
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	1
AK5	32
ZZZ3	22
USP33	1
FAM73A	91
NEXN-AS1	0
NEXN	20
FUBP1	2
DNAJB4	34
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	2
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	7
RP11-475O6.1-2	5
TTLL7	0
PRKACB	21
LOC101927611	0
LOC101927633	0
SAMD13	12
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	102
GNG5	96
SPATA1	3
CTBS	31
LOC101927773	0
C1orf180	0
SSX2IP	0
LOC102724892	0
LPAR3	18
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	2
C1orf52	51
BCL10	131
LOC646626	17
DDAH1	87
LOC101930232	0
CYR61	1546
ZNHIT6	110
COL24A1	0
ODF2L	41
MIR7856	0
CLCA2	141
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	81
SEP15	64
HS2ST1	29
LINC01140	0
LOC101927844	0
LMO4	47
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	60
GTF2B	137
CCBL2	62
RBMXL1	58
GBP3	0
GBP1	48
GBP2	98
GBP7	0
GBP4	0
GBP5	0
LOC729930	2
GBP6	0
GBP1P1	0
LRRC8B	59
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	0
GEMIN8P4	0
ZNF326	74
BARHL2	0
LOC149351	0
ZNF644	305
LOC102723410	16
HFM1	0
CDC7	6
LOC102723436	0
TGFBR3	37
BRDT	0
EPHX4	0
SETSIP	0
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	8
RPAP2	32
GFI1	0
EVI5	46
RPL5	854
FAM69A	0
SNORD21	0
SNORA66	0
MTF2	74
TMED5	50
CCDC18	1
LOC100131564	15
DR1	67
FNBP1L	59
TRNAC-GCA	0
BCAR3	81
RP5-1033H22.2	6
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	156
GCLM	0
ABCA4	3
ARHGAP29	52
LOC100505940	0
ABCD3	0
F3	0
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	0
CNN3	412
RP4-639F20.1	0
ALG14	0
LOC101928098	0
TMEM56	15
TMEM56-RWDD3	2
RP11-57H12.3	0
RWDD3	0
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	32
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	26
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	43
FRRS1	0
AGL	1
LOC101930120	0
SLC35A3	36
HIAT1	37
SASS6	0
TRMT13	0
LRRC39	0
DBT	0
RP11-305E17.6	0
RTCA	7
MIR553	0
CDC14A	7
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	0
SLC30A7	79
DPH5	6
LOC102606465	7
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	23
AMY2B	0
ACTG1P4	0
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	0
RP11-251P6.1	0
PRMT6	0
NTNG1	19
LOC102724829	9
VAV3	174
MIR7852	0
VAV3-AS1	0
SLC25A24	37
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	5
HENMT1	45
PRPF38B	129
FNDC7	0
STXBP3	33
AKNAD1	0
SPATA42	0
GPSM2	0
CLCC1	0
WDR47	23
TAF13	21
TMEM167B	0
SCARNA2	0
C1orf194	0
KIAA1324	193
SARS	31
CELSR2	37
PSRC1	0
MYBPHL	0
SORT1	4
PSMA5	37
SYPL2	0
ATXN7L2	1
CYB561D1	0
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	207
MIR197	0
GNAT2	0
AMPD2	25
GSTM4	49
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	51
EPS8L3	0
CSF1	0
AHCYL1	159
STRIP1	56
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	0
RP5-1074L1.1	0
RBM15	0
SLC16A4	0
LAMTOR5	115
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	0
LRIF1	84
DRAM2	145
CEPT1	42
DENND2D	0
CHI3L2	0
CHIAP2	0
CHIA	0
PIFO	0
PGCP1	0
OVGP1	0
WDR77	0
ATP5F1	101
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	21
FAM212B	2
FAM212B-AS1	0
LOC101928718	0
DDX20	28
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	31
MIR4256	0
WNT2B	0
ST7L	0
CAPZA1	114
MOV10	50
RHOC	80
PPM1J	0
FAM19A3	0
LOC128322	1
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	0
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	86
LOC102723919	0
LOC643441	0
MAGI3	8
PHTF1	0
RSBN1	62
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	4
BCL2L15	0
AP4B1	15
DCLRE1B	0
RP5-1073O3.7	0
HIPK1	0
OLFML3	0
SYT6	0
TRIM33	0
LOC101928890	0
BCAS2	65
DENND2C	2
AMPD1	0
NRAS	50
CSDE1	600
SIKE1	0
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	0
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	371
ATP1A1OS	61
RP4-655J12.4	0
CD58	6
MIR548AC	0
IGSF3	12
MIR320B1	0
C1orf137	0
CD2	0
PTGFRN	70
CD101	0
RP11-27K13.3	0
TTF2	0
MIR942	0
TRIM45	0
VTCN1	54
MAN1A2	0
FAM46C	0
GDAP2	1
WDR3	0
SPAG17	0
TBX15	0
WARS2	26
RP11-418J17.1	10
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	0
PHGDH	161
HMGCS2	146
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	134
LOC101929178	0
SEC22B	28
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	2
PFN1P2	0
LOC102724372	0
LOC100996724	0
LOC101929792	0
LOC101929796	0
LOC102724282	0
NBPF26	0
TRNAN5	0
RNVU1-19	0
PPIAL4B	0
LINC00623	3
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	2
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	47
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	5
LOC100996741	0
LOC100996740	0
PPIAL4D	0
RNVU1-14	0
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	0
GPR89A	14
PDZK1	0
CD160	20
RNF115	43
POLR3C	7
NUDT17	0
PIAS3	0
MIR6736	0
ANKRD35	0
ITGA10	0
PEX11B	0
GNRHR2	1
RBM8A	80
LIX1L	0
POLR3GL	0
ANKRD34A	0
TXNIP	237
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	9
RP11-458D21.1	0
NBPF10	2
NOTCH2NL	8
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	14
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	0
PRKAB2	11
CHD1L	36
PDIA3P1	35
FMO5	1
LINC00624	0
BCL9	7
ACP6	30
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	3
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	1
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
TRNAQ8	0
