Geneid	Br23_26
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	10
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	2
LOC101928706	0
LOC101060494	0
LOC100288069	4
LOC100287934	0
FAM87B	2
LINC00115	0
LINC01128	9
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	47
NOC2L	80
KLHL17	1
PLEKHN1	52
PERM1	0
HES4	106
ISG15	80
AGRN	133
LOC100288175	7
RNF223	0
C1orf159	17
RP11-465B22.5	32
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	4
TNFRSF4	0
SDF4	11
B3GALT6	0
FAM132A	0
UBE2J2	55
LOC101928895	12
SCNN1D	0
ACAP3	44
MIR6726	0
PUSL1	100
CPSF3L	82
MIR6727	0
GLTPD1	0
TAS1R3	0
DVL1	10
MIR6808	0
MXRA8	1
AURKAIP1	35
CCNL2	568
LOC148413	15
MRPL20	36
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	0
ATAD3C	0
ATAD3B	0
ATAD3A	0
TMEM240	0
SSU72	161
C1orf233	0
MIB2	0
MMP23B	0
CDK11B	29
SLC35E2B	2
MMP23A	0
CDK11A	11
SLC35E2	6
NADK	35
GNB1	32
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	0
PRKCZ	78
LOC101929017	5
LOC100506504	0
C1orf86	63
SKI	68
MORN1	1
LOC100129534	0
RER1	53
PEX10	11
PLCH2	25
PANK4	42
HES5	0
LOC115110	24
LOC100133445	41
TNFRSF14	210
RP3-395M20.9	0
FAM213B	55
MMEL1	34
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	62
MEGF6	84
MIR551A	0
TPRG1L	0
WRAP73	73
TP73	0
TP73-AS1	8
CCDC27	0
SMIM1	0
LRRC47	0
CEP104	8
DFFB	0
C1orf174	30
LINC01134	3
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	6
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	0
KCNAB2	0
CHD5	0
RPL22	86
LOC102724450	0
RNF207	111
ICMT	23
LINC00337	0
HES3	0
GPR153	0
ACOT7	33
HES2	0
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	48
NOL9	14
TAS1R1	0
ZBTB48	0
KLHL21	0
PHF13	0
THAP3	40
DNAJC11	141
LOC100505887	0
CAMTA1	27
LOC100129476	0
LOC101928836	0
VAMP3	5
PER3	80
UTS2	0
TNFRSF9	2
PARK7	603
ERRFI1	114
LOC102724539	0
SLC45A1	0
RERE	182
LOC102724552	25
ENO1	846
MIR6728	5
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	0
MIR34A	2
LOC102724571	0
H6PD	56
SPSB1	0
LOC100506022	0
SLC25A33	21
TMEM201	1
PIK3CD	4
C1orf200	0
LOC101929074	0
CLSTN1	41
CTNNBIP1	10
LZIC	15
NMNAT1	0
MIR5697	0
LOC102724647	0
