Geneid	Br23_28
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	0
LOC100996442	0
LOC102723897	1
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	62
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	13
NOC2L	180
KLHL17	0
PLEKHN1	23
PERM1	102
HES4	44
ISG15	0
AGRN	219
LOC100288175	0
RNF223	0
C1orf159	1
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	15
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	6
B3GALT6	0
FAM132A	0
UBE2J2	0
LOC101928895	0
SCNN1D	0
ACAP3	0
MIR6726	0
PUSL1	5
CPSF3L	182
MIR6727	0
GLTPD1	45
TAS1R3	0
DVL1	0
MIR6808	0
MXRA8	0
AURKAIP1	0
CCNL2	285
LOC148413	4
MRPL20	34
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	0
ATAD3C	0
ATAD3B	3
ATAD3A	0
TMEM240	0
SSU72	144
C1orf233	0
MIB2	0
MMP23B	0
CDK11B	0
SLC35E2B	32
MMP23A	0
CDK11A	0
SLC35E2	102
NADK	103
GNB1	49
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	0
PRKCZ	168
LOC101929017	14
LOC100506504	0
C1orf86	122
SKI	102
MORN1	71
LOC100129534	5
RER1	216
PEX10	0
PLCH2	0
PANK4	0
HES5	0
LOC115110	0
LOC100133445	0
TNFRSF14	0
RP3-395M20.9	0
FAM213B	190
MMEL1	71
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	134
MEGF6	71
MIR551A	0
TPRG1L	0
WRAP73	0
TP73	0
TP73-AS1	83
CCDC27	0
SMIM1	11
LRRC47	3
CEP104	20
DFFB	0
C1orf174	61
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	0
KCNAB2	0
CHD5	0
RPL22	293
LOC102724450	0
RNF207	0
ICMT	130
LINC00337	0
HES3	2
GPR153	0
ACOT7	114
HES2	0
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	15
NOL9	143
TAS1R1	0
ZBTB48	0
KLHL21	0
PHF13	2
THAP3	41
DNAJC11	88
LOC100505887	0
CAMTA1	8
LOC100129476	0
LOC101928836	0
VAMP3	195
PER3	0
UTS2	0
TNFRSF9	0
PARK7	397
ERRFI1	284
LOC102724539	0
SLC45A1	0
RERE	59
LOC102724552	0
ENO1	687
MIR6728	2
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	0
MIR34A	0
LOC102724571	0
H6PD	94
SPSB1	0
LOC100506022	0
SLC25A33	12
TMEM201	12
PIK3CD	7
C1orf200	0
LOC101929074	0
CLSTN1	79
CTNNBIP1	0
LZIC	0
NMNAT1	0
MIR5697	0
LOC102724647	0
