Geneid	Br11_2
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	2
LOC100996442	0
LOC102723897	1
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	1
OR4F16	0
LOC100133331	2
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	44
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	14
NOC2L	80
KLHL17	0
PLEKHN1	0
PERM1	0
HES4	16
ISG15	174
AGRN	111
LOC100288175	0
RNF223	0
C1orf159	5
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	144
B3GALT6	9
FAM132A	0
UBE2J2	114
LOC101928895	0
SCNN1D	0
ACAP3	10
MIR6726	0
PUSL1	98
CPSF3L	129
MIR6727	1
GLTPD1	21
TAS1R3	0
DVL1	26
MIR6808	0
MXRA8	0
AURKAIP1	85
CCNL2	598
LOC148413	30
MRPL20	137
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	6
ATAD3C	7
ATAD3B	58
ATAD3A	51
TMEM240	0
SSU72	232
C1orf233	57
MIB2	61
MMP23B	0
CDK11B	15
SLC35E2B	43
MMP23A	0
CDK11A	6
SLC35E2	6
NADK	108
GNB1	52
CALML6	0
TMEM52	9
KIAA1751	0
GABRD	67
PRKCZ	61
LOC101929017	2
LOC100506504	1
C1orf86	64
SKI	16
MORN1	13
LOC100129534	0
RER1	148
PEX10	22
PLCH2	14
PANK4	71
HES5	0
LOC115110	0
LOC100133445	0
TNFRSF14	0
RP3-395M20.9	0
FAM213B	105
MMEL1	71
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	7
PRDM16	27
MIR4251	0
ARHGEF16	177
MEGF6	0
MIR551A	0
TPRG1L	0
WRAP73	103
TP73	111
TP73-AS1	6
CCDC27	0
SMIM1	5
LRRC47	29
CEP104	5
DFFB	0
C1orf174	101
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	24
KCNAB2	3
CHD5	0
RPL22	67
LOC102724450	0
RNF207	3
ICMT	295
LINC00337	1
HES3	0
GPR153	0
ACOT7	123
HES2	0
ESPN	0
MIR4252	0
TNFRSF25	9
PLEKHG5	16
NOL9	67
TAS1R1	0
ZBTB48	10
KLHL21	88
PHF13	39
THAP3	30
DNAJC11	83
LOC100505887	0
CAMTA1	102
LOC100129476	0
LOC101928836	0
VAMP3	112
PER3	17
UTS2	0
TNFRSF9	0
PARK7	302
ERRFI1	23
LOC102724539	0
SLC45A1	0
RERE	190
LOC102724552	4
ENO1	1653
MIR6728	12
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	37
MIR34A	0
LOC102724571	21
H6PD	9
SPSB1	25
LOC100506022	0
SLC25A33	7
TMEM201	62
PIK3CD	4
C1orf200	0
LOC101929074	0
CLSTN1	44
CTNNBIP1	85
LZIC	18
NMNAT1	10
MIR5697	0
LOC102724647	0
