Geneid	Br11_8
DDX11L1	0
WASH7P	2
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	0
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	1
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	1
FAM87B	0
LINC00115	0
LINC01128	109
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	13
NOC2L	45
KLHL17	0
PLEKHN1	0
PERM1	0
HES4	82
ISG15	100
AGRN	228
LOC100288175	22
RNF223	0
C1orf159	23
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	251
B3GALT6	46
FAM132A	0
UBE2J2	124
LOC101928895	0
SCNN1D	0
ACAP3	99
MIR6726	0
PUSL1	95
CPSF3L	174
MIR6727	0
GLTPD1	44
TAS1R3	0
DVL1	55
MIR6808	0
MXRA8	0
AURKAIP1	195
CCNL2	95
LOC148413	19
MRPL20	72
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	46
ATAD3C	13
ATAD3B	55
ATAD3A	50
TMEM240	0
SSU72	428
C1orf233	68
MIB2	80
MMP23B	0
CDK11B	84
SLC35E2B	4
MMP23A	0
CDK11A	23
SLC35E2	6
NADK	108
GNB1	237
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	69
PRKCZ	13
LOC101929017	1
LOC100506504	0
C1orf86	46
SKI	9
MORN1	4
LOC100129534	0
RER1	358
PEX10	77
PLCH2	25
PANK4	65
HES5	0
LOC115110	0
LOC100133445	0
TNFRSF14	0
RP3-395M20.9	0
FAM213B	130
MMEL1	26
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	150
MEGF6	31
MIR551A	0
TPRG1L	0
WRAP73	193
TP73	48
TP73-AS1	3
CCDC27	0
SMIM1	4
LRRC47	131
CEP104	42
DFFB	47
C1orf174	75
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	45
KCNAB2	0
CHD5	0
RPL22	68
LOC102724450	0
RNF207	6
ICMT	157
LINC00337	0
HES3	0
GPR153	10
ACOT7	281
HES2	0
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	0
NOL9	27
TAS1R1	0
ZBTB48	31
KLHL21	63
PHF13	45
THAP3	27
DNAJC11	70
LOC100505887	0
CAMTA1	118
LOC100129476	0
LOC101928836	0
VAMP3	84
PER3	0
UTS2	0
TNFRSF9	0
PARK7	615
ERRFI1	26
LOC102724539	0
SLC45A1	0
RERE	44
LOC102724552	0
ENO1	3573
MIR6728	19
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	61
MIR34A	1
LOC102724571	0
H6PD	32
SPSB1	27
LOC100506022	0
SLC25A33	24
TMEM201	148
PIK3CD	2
C1orf200	0
LOC101929074	0
CLSTN1	175
CTNNBIP1	55
LZIC	51
NMNAT1	0
MIR5697	0
LOC102724647	0
RBP7	0
UBE4B	138
KIF1B	35
MIR1273D	0
PGD	353
APITD1-CORT	138
APITD1	152
CORT	8
DFFA	111
PEX14	2
CASZ1	279
C1orf127	0
TARDBP	108
MASP2	0
SRM	139
EXOSC10	71
MTOR	31
MTOR-AS1	0
ANGPTL7	0
UBIAD1	207
PTCHD2	0
RP1-69M21.2	0
FBXO2	0
FBXO44	58
FBXO6	70
MAD2L2	125
DRAXIN	0
AGTRAP	76
C1orf167	8
LOC102724659	0
MTHFR	41
CLCN6	0
NPPA-AS1	0
NPPA	0
NPPB	0
RNU5E-1	3
KIAA2013	0
PLOD1	438
MFN2	368
MIIP	12
MIR6729	0
TNFRSF8	0
MIR7846	1
TNFRSF1B	46
MIR4632	0
VPS13D	77
SNORA59A	0
DHRS3	22
MIR6730	0
AADACL4	0
AADACL3	0
C1orf158	0
PRAMEF12	0
PRAMEF1	0
PRAMEF11	0
HNRNPCL1	2
PRAMEF2	0
PRAMEF4	0
PRAMEF10	0
PRAMEF7	0
PRAMEF6	0
LOC102724742	0
LOC101929983	0
LOC649330	0
PRAMEF25	0
HNRNPCP5	1
PRAMEF26	0
LOC101060301	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF5	0
