Geneid	Br11_10
DDX11L1	0
WASH7P	1
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	0
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	1
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	2
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	5
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	17
NOC2L	49
KLHL17	0
PLEKHN1	4
PERM1	0
HES4	73
ISG15	94
AGRN	80
LOC100288175	0
RNF223	5
C1orf159	69
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	325
B3GALT6	55
FAM132A	0
UBE2J2	161
LOC101928895	0
SCNN1D	0
ACAP3	102
MIR6726	0
PUSL1	36
CPSF3L	161
MIR6727	0
GLTPD1	101
TAS1R3	0
DVL1	13
MIR6808	0
MXRA8	0
AURKAIP1	62
CCNL2	363
LOC148413	31
MRPL20	162
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	25
ATAD3C	0
ATAD3B	17
ATAD3A	44
TMEM240	0
SSU72	215
C1orf233	0
MIB2	11
MMP23B	0
CDK11B	10
SLC35E2B	40
MMP23A	0
CDK11A	4
SLC35E2	2
NADK	141
GNB1	175
CALML6	0
TMEM52	13
KIAA1751	0
GABRD	0
PRKCZ	2
LOC101929017	0
LOC100506504	0
C1orf86	17
SKI	2
MORN1	0
LOC100129534	0
RER1	215
PEX10	98
PLCH2	0
PANK4	32
HES5	0
LOC115110	0
LOC100133445	6
TNFRSF14	34
RP3-395M20.9	0
FAM213B	59
MMEL1	44
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	161
MEGF6	80
MIR551A	0
TPRG1L	5
WRAP73	34
TP73	0
TP73-AS1	1
CCDC27	0
SMIM1	0
LRRC47	108
CEP104	62
DFFB	40
C1orf174	76
LINC01134	1
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	3
NPHP4	5
KCNAB2	0
CHD5	0
RPL22	27
LOC102724450	0
RNF207	8
ICMT	89
LINC00337	0
HES3	0
GPR153	0
ACOT7	140
