Geneid	Br57_CTC__8
MRTO4	172
AKR7L	0
AKR7A3	0
LOC100506730	0
AKR7A2	237
PQLC2	8
CAPZB	325
LOC644083	10
MINOS1	171
MINOS1-NBL1	27
RPS14P3	32
NBL1	0
HTR6	0
TMCO4	0
RNF186	0
OTUD3	0
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	0
MUL1	145
FAM43B	0
CDA	0
PINK1	144
MIR6084	6
PINK1-AS	126
DDOST	916
KIF17	0
SH2D5	0
HP1BP3	307
EIF4G3	42
MIR1256	0
ECE1	349
RP5-1071N3.1	0
NBPF3	0
ALPL	0
RAP1GAP	89
USP48	135
LDLRAD2	0
HSPG2	24
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	83
CDC42	1107
WNT4	0
MIR4418	0
LOC101060363	0
ZBTB40	6
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	0
MIR3115	0
MIR4419A	0
LUZP1	109
HTR1D	0
RP5-1057J7.6	20
HNRNPR	560
ZNF436	125
C1orf213	0
TCEA3	269
ASAP3	49
E2F2	0
LOC101928163	0
ID3	31
MDS2	0
RPL11	2101
TCEB3	152
RP5-886K2.3	5
PITHD1	157
LYPLA2	208
GALE	1035
HMGCL	0
FUCA1	81
CNR2	0
MIR378F	0
PNRC2	96
SRSF10	114
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	0
STPG1	0
NIPAL3	2
RCAN3AS	0
RCAN3	15
LOC100506985	17
NCMAP	0
SRRM1	223
CLIC4	208
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	66
C1orf63	188
RHD	0
LOC101928189	0
TMEM50A	558
RHCE	5
TMEM57	93
LDLRAP1	152
MAN1C1	0
SEPN1	87
LOC102723671	12
MTFR1L	141
LOC646471	10
AUNIP	22
PAQR7	0
STMN1	450
MIR3917	16
PAFAH2	0
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	55
FAM110D	0
ZNF593	277
CNKSR1	108
CATSPER4	0
LOC101928303	0
CEP85	130
SH3BGRL3	1327
UBXN11	181
CD52	0
AIM1L	0
ZNF683	0
LIN28A	8
DHDDS	183
RP3-476K8.3	6
HMGN2	55
RPS6KA1	98
MIR1976	0
LOC101928728	0
ARID1A	220
PIGV	0
ZDHHC18	41
SFN	47
GPN2	24
GPATCH3	56
NR0B2	0
NUDC	205
C1orf172	187
OSTCP2	0
TRNP1	0
FAM46B	28
LOC101928391	0
SLC9A1	54
LOC102723760	0
WDTC1	34
TMEM222	153
LOC644961	40
RNU6-48P	0
SYTL1	0
MAP3K6	0
FCN3	0
CD164L2	0
GPR3	0
WASF2	623
AHDC1	19
FGR	0
IFI6	0
FAM76A	71
STX12	95
PPP1R8	9
SCARNA1	11
THEMIS2	0
RPA2	0
SMPDL3B	105
XKR8	0
EYA3	175
PTAFR	0
DNAJC8	221
ATPIF1	670
SESN2	106
MED18	0
PHACTR4	216
SNHG3	306
RCC1	423
SNORA73A	0
RNU105A	0
TRNAU1AP	21
SNHG12	62
SNORD99	11
SNORA61	1
SNORA44	3
SNORA16A	6
RAB42	0
TAF12	0
RNU11	0
GMEB1	0
YTHDF2	675
OPRD1	0
EPB41	72
TMEM200B	0
SRSF4	53
MECR	162
PTPRU	0
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	15
MATN1-AS1	69
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	0
PUM1	200
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	0
SNRNP40	224
ZCCHC17	63
FABP3	0
SERINC2	456
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	0
HCRTR1	0
PEF1	546
COL16A1	0
LOC101929444	0
BAI2	0
MIR4254	0
SPOCD1	0
PTP4A2	239
KHDRBS1	68
TMEM39B	3
MIR5585	0
KPNA6	231
TXLNA	180
CCDC28B	0
IQCC	0
DCDC2B	0
TMEM234	42
EIF3I	455
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	269
MARCKSL1	165
FAM229A	2
TSSK3	9
BSDC1	300
ZBTB8B	0
ZBTB8A	93
LOC102723870	0
ZBTB8OS	101
RBBP4	673
SYNC	173
KIAA1522	615
YARS	405
S100PBP	61
FNDC5	0
HPCA	6
TMEM54	109
RNF19B	63
AK2	193
ADC	0
TRIM62	0
ZNF362	96
A3GALT2	0
PHC2	74
MIR3605	1
ZSCAN20	0
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	60
DLGAP3	0
LOC653160	0
ZMYM6NB	0
ZMYM6	52
ZMYM1	0
SFPQ	398
ZMYM4	9
KIAA0319L	184
NCDN	22
TFAP2E	0
PSMB2	658
C1orf216	0
CLSPN	88
AGO4	0
AGO1	112
AGO3	111
TEKT2	0
ADPRHL2	125
COL8A2	0
TRAPPC3	190
MAP7D1	39
THRAP3	541
SH3D21	34
EVA1B	0
STK40	161
LSM10	72
OSCP1	45
MRPS15	88
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	0
ZC3H12A	1075
MIR6732	14
MEAF6	129
MIR5581	0
SNIP1	274
DNALI1	4
GNL2	219
RSPO1	0
C1orf109	50
CDCA8	0
EPHA10	84
MANEAL	124
YRDC	59
C1orf122	148
MTF1	111
INPP5B	36
SF3A3	155
FHL3	62
UTP11L	54
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	45
GJA9-MYCBP	73
MYCBP	73
GJA9	0
RHBDL2	0
AKIRIN1	372
NDUFS5	705
MACF1	259
KIAA0754	96
BMP8A	8
PPIEL	5
PABPC4	45
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	0
BMP8B	0
OXCT2	0
LOC101929536	0
TRIT1	91
MYCL	0
MFSD2A	158
CAP1	873
PPT1	238
RLF	74
TMCO2	0
ZMPSTE24	70
COL9A2	5
SMAP2	111
ZFP69B	0
ZFP69	0
EXO5	24
ZNF684	0
RIMS3	121
NFYC-AS1	11
NFYC	197
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	0
CTPS1	331
SLFNL1-AS1	20
SLFNL1	0
SCMH1	146
LOC102723924	0
FOXO6	4
LOC101929901	0
EDN2	16
HIVEP3	34
GUCA2B	0
GUCA2A	0
FOXJ3	256
RIMKLA	0
ZMYND12	0
PPCS	197
CCDC30	0
PPIH	169
YBX1	68
CLDN19	0
LEPRE1	67
C1orf50	0
LOC100129924	0
CCDC23	89
ERMAP	44
ZNF691	0
LOC339539	0
SLC2A1	96
SLC2A1-AS1	0
FAM183A	0
EBNA1BP2	216
MIR6733	11
WDR65	5
TMEM125	383
C1orf210	50
TIE1	0
MPL	0
CDC20	0
ELOVL1	426
MIR6734	0
MED8	664
SZT2	177
MIR6735	1
HYI	66
PTPRF	418
KDM4A	12
KDM4A-AS1	0
ST3GAL3	0
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	37
DPH2	63
ATP6V0B	635
B4GALT2	56
CCDC24	55
SLC6A9	58
KLF17	0
DMAP1	44
ERI3	184
ERI3-IT1	0
RNF220	34
MIR5584	0
LOC102723990	27
TMEM53	103
C1orf228	0
RNU5F-1	0
RNU5D-1	0
KIF2C	14
RPS8	593
SNORD55	2
SNORD46	0
SNORD38A	0
SNORD38B	2
BEST4	0
PLK3	49
TCTEX1D4	2
BTBD19	0
PTCH2	0
EIF2B3	60
HECTD3	168
UROD	45
ZSWIM5	0
LINC01144	29
HPDL	0
MUTYH	0
TOE1	0
TESK2	0
CCDC163P	0
MMACHC	18
PRDX1	1624
AKR1A1	1508
NASP	172
CCDC17	0
GPBP1L1	110
RPS15AP10	0
TMEM69	39
IPP	56
MAST2	90
PIK3R3	82
RP4-533D7.5	0
TSPAN1	296
LOC102724021	0
POMGNT1	107
LURAP1	0
RAD54L	4
LOC102724045	0
LOC102724033	0
LRRC41	743
UQCRH	679
NSUN4	192
FAAH	53
LOC729041	0
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	0
KNCN	0
MKNK1	32
LOC101929673	0
MOB3C	0
ATPAF1	69
TEX38	0
EFCAB14-AS1	10
EFCAB14	124
CYP4B1	0
CYP4Z2P	1
CYP4A11	0
CYP4X1	0
CYP4Z1	0
CYP4A22	0
LINC00853	10
PDZK1IP1	441
TAL1	0
STIL	0
CMPK1	284
LOC102724077	0
FOXE3	0
FOXD2-AS1	0
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	21
LOC102724088	0
AGBL4	26
BEND5	0
AGBL4-IT1	10
ELAVL4	0
DMRTA2	0
FAF1	26
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	144
TTC39A	46
LOC102724097	7
EPS15	86
OSBPL9	209
NRD1	156
MIR761	0
RAB3B	0
TXNDC12	369
KTI12	71
BTF3L4	180
ZFYVE9	7
CC2D1B	1
ORC1	0
PRPF38A	93
ZCCHC11	12
GPX7	0
FAM159A	0
COA7	0
ZYG11B	129
ZYG11A	8
ECHDC2	154
SCP2	318
MIR1273F	0
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	24
C1orf123	192
MAGOH	88
RP5-1024G6.5	0
LRP8	11
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	0
YIPF1	257
DIO1	0
HSPB11	36
LRRC42	128
LDLRAD1	0
TMEM59	563
TCEANC2	11
MIR4781	0
CDCP2	0
CYB5RL	65
MRPL37	327
SSBP3	15
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	49
TTC4	53
PARS2	0
TTC22	0
C1orf177	0
DHCR24	553
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	17
LOC100507634	0
MIR4422	0
LOC102724140	0
PPAP2B	180
PRKAA2	11
LOC102724154	0
C1orf168	0
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	0
TACSTD2	623
MYSM1	65
JUN	21
LINC01135	0
LOC101926907	29
RP4-794H19.4	0
HSD52	0
FGGY	0
MIR4711	0
RP4-782L23.1	0
HOOK1	166
CYP2J2	0
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	194
LOC102724281	28
RP5-833A20.1	0
MGC34796	0
TM2D1	47
INADL	156
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	258
DOCK7	0
ANGPTL3	0
RP11-230B22.1	0
ATG4C	0
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	46
ITGB3BP	28
LOC102724319	0
EFCAB7	0
DLEU2L	0
PGM1	441
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	1
LOC101927065	0
MIR4794	0
RAVER2	2
JAK1	1054
RP11-182I10.3	0
MIR3671	2
MIR101-1	1
AK4	136
DNAJC6	0
LOC102724416	0
LEPROT	236
LEPR	149
PDE4B	0
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	1
MIER1	210
SLC35D1	0
C1orf141	0
IL23R	0
IL12RB2	0
SERBP1	242
LOC102724481	0
GADD45A	66
GNG12	223
GNG12-AS1	3
DIRAS3	0
WLS	0
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	11
SRSF11	288
ANKRD13C	138
HHLA3	12
LOC102724548	0
CTH	59
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	7
ZRANB2	100
MIR186	0
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	0
FPGT	0
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	0
TYW3	0
LHX8	0
SLC44A5	0
ACADM	65
RABGGTB	242
SNORD45C	0
SNORD45A	2
SNORD45B	0
MSH4	0
ASB17	0
RP11-550H2.1	0
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	19
AK5	0
ZZZ3	134
USP33	59
FAM73A	60
NEXN-AS1	11
NEXN	52
FUBP1	76
DNAJB4	9
GIPC2	0
MGC27382	0
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	0
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	1
RP11-475O6.1-2	3
TTLL7	18
PRKACB	34
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	222
GNG5	732
SPATA1	4
CTBS	202
LOC101927773	0
C1orf180	0
SSX2IP	147
LOC102724892	0
LPAR3	17
MCOLN2	0
MCOLN3	0
WDR63	0
MIR4423	0
SYDE2	0
C1orf52	87
BCL10	382
LOC646626	47
DDAH1	55
LOC101930232	0
CYR61	242
ZNHIT6	0
COL24A1	51
ODF2L	81
MIR7856	0
CLCA2	0
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	247
SEP15	299
HS2ST1	64
LINC01140	0
LOC101927844	0
LMO4	18
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	2
GTF2B	36
CCBL2	277
RBMXL1	42
GBP3	0
GBP1	0
GBP2	278
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	0
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	52
GEMIN8P4	1
ZNF326	47
BARHL2	0
LOC149351	0
ZNF644	326
LOC102723410	0
HFM1	0
CDC7	65
LOC102723436	0
TGFBR3	67
BRDT	0
EPHX4	0
SETSIP	2
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	0
RPAP2	111
GFI1	0
EVI5	96
RPL5	1777
FAM69A	10
SNORD21	0
SNORA66	0
MTF2	52
TMED5	147
CCDC18	0
LOC100131564	49
DR1	108
FNBP1L	401
TRNAC-GCA	0
BCAR3	53
RP5-1033H22.2	0
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	440
GCLM	118
ABCA4	0
ARHGAP29	250
LOC100505940	0
ABCD3	121
F3	0
LOC102723542	0
LINC01057	20
MIR378G	0
SLC44A3	142
CNN3	467
RP4-639F20.1	13
ALG14	60
LOC101928098	0
TMEM56	132
TMEM56-RWDD3	28
RP11-57H12.3	0
RWDD3	15
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	100
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	1
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	0
FRRS1	0
AGL	0
LOC101930120	0
SLC35A3	64
HIAT1	91
SASS6	0
TRMT13	34
LRRC39	6
DBT	76
RP11-305E17.6	0
RTCA	24
MIR553	0
CDC14A	0
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	30
SLC30A7	168
DPH5	0
LOC102606465	22
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	5
AMY2B	0
ACTG1P4	5
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	0
RP11-251P6.1	0
PRMT6	45
NTNG1	0
LOC102724829	0
VAV3	413
MIR7852	0
VAV3-AS1	0
SLC25A24	216
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	13
HENMT1	77
PRPF38B	22
FNDC7	0
STXBP3	62
AKNAD1	0
SPATA42	0
GPSM2	0
CLCC1	162
WDR47	53
TAF13	54
TMEM167B	215
SCARNA2	8
C1orf194	0
KIAA1324	95
SARS	333
CELSR2	11
PSRC1	0
MYBPHL	0
SORT1	75
PSMA5	782
SYPL2	0
ATXN7L2	0
CYB561D1	18
AMIGO1	8
GPR61	0
LOC101928560	0
GNAI3	671
MIR197	0
GNAT2	0
AMPD2	85
GSTM4	45
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	0
EPS8L3	0
CSF1	0
AHCYL1	109
STRIP1	60
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	16
RP5-1074L1.1	0
RBM15	6
SLC16A4	0
LAMTOR5	482
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	0
CD53	0
LRIF1	3
DRAM2	220
CEPT1	124
DENND2D	94
CHI3L2	0
CHIAP2	0
CHIA	0
PIFO	0
PGCP1	0
OVGP1	0
WDR77	161
ATP5F1	524
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	31
FAM212B	0
FAM212B-AS1	0
LOC101928718	0
DDX20	37
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	154
MIR4256	0
WNT2B	0
ST7L	0
CAPZA1	263
MOV10	440
RHOC	1487
PPM1J	0
FAM19A3	0
LOC128322	15
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	5
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	53
LOC102723919	0
LOC643441	0
MAGI3	1
PHTF1	1
RSBN1	85
PTPN22	0
RP5-1073O3.2	0
AP4B1-AS1	0
BCL2L15	0
AP4B1	14
DCLRE1B	0
RP5-1073O3.7	0
HIPK1	191
OLFML3	0
SYT6	0
TRIM33	67
LOC101928890	0
BCAS2	116
DENND2C	6
AMPD1	0
NRAS	66
CSDE1	1049
SIKE1	34
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	104
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	0
MAB21L3	0
ATP1A1	334
ATP1A1OS	59
RP4-655J12.4	0
CD58	55
MIR548AC	0
IGSF3	42
MIR320B1	0
C1orf137	0
CD2	0
PTGFRN	11
CD101	0
RP11-27K13.3	0
TTF2	31
MIR942	0
TRIM45	0
VTCN1	1
MAN1A2	24
FAM46C	39
GDAP2	175
WDR3	118
SPAG17	2
TBX15	0
WARS2	5
RP11-418J17.1	0
HAO2	0
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	0
PHGDH	223
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	292
LOC101929178	0
SEC22B	228
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	3
PFN1P2	0
LOC102724372	0
LOC100996724	0
LOC101929792	1
LOC101929796	20
LOC102724282	0
NBPF26	1
TRNAN5	0
RNVU1-19	0
PPIAL4B	1
LINC00623	0
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	0
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	15
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	2
LOC100996741	0
LOC100996740	0
PPIAL4D	0
RNVU1-14	0
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	0
GPR89A	37
PDZK1	2
CD160	0
RNF115	104
POLR3C	70
NUDT17	14
PIAS3	252
MIR6736	1
ANKRD35	0
ITGA10	0
PEX11B	259
GNRHR2	8
RBM8A	274
LIX1L	0
POLR3GL	8
ANKRD34A	0
TXNIP	0
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	5
NOTCH2NL	9
NUDT4P2	0
LOC102724364	1
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	44
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	1
PRKAB2	0
CHD1L	179
PDIA3P1	159
FMO5	30
LINC00624	0
BCL9	128
ACP6	86
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	21
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	26
LOC100505824	0
LOC101929257	0
RP4-565E6.1	0
