Geneid	Br23_27
DDX11L1	0
WASH7P	1
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	6
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	1
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	4
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	13
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	2
NOC2L	68
KLHL17	0
PLEKHN1	23
PERM1	0
HES4	144
ISG15	6
AGRN	99
LOC100288175	0
RNF223	0
C1orf159	33
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	123
B3GALT6	67
FAM132A	0
UBE2J2	123
LOC101928895	0
SCNN1D	0
ACAP3	67
MIR6726	0
PUSL1	58
CPSF3L	109
MIR6727	0
GLTPD1	0
TAS1R3	0
DVL1	16
MIR6808	0
MXRA8	0
AURKAIP1	26
CCNL2	346
LOC148413	50
MRPL20	201
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	10
ATAD3C	0
ATAD3B	50
ATAD3A	78
TMEM240	0
SSU72	335
C1orf233	0
MIB2	26
MMP23B	0
CDK11B	19
SLC35E2B	34
MMP23A	0
CDK11A	3
SLC35E2	20
NADK	119
GNB1	41
CALML6	0
TMEM52	16
KIAA1751	0
GABRD	0
PRKCZ	0
LOC101929017	0
LOC100506504	0
C1orf86	33
SKI	30
MORN1	27
LOC100129534	21
RER1	219
PEX10	55
PLCH2	19
PANK4	170
HES5	0
LOC115110	0
LOC100133445	26
TNFRSF14	174
RP3-395M20.9	0
FAM213B	128
MMEL1	30
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	110
MEGF6	46
MIR551A	0
TPRG1L	25
WRAP73	67
TP73	52
TP73-AS1	2
CCDC27	0
SMIM1	0
LRRC47	25
CEP104	3
DFFB	0
C1orf174	35
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	0
KCNAB2	0
CHD5	0
RPL22	156
LOC102724450	0
RNF207	14
ICMT	108
LINC00337	0
HES3	0
GPR153	0
ACOT7	134
