Geneid	Br11_18
DDX11L1	0
WASH7P	1
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	4
LOC100996442	0
LOC102723897	3
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	14
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	0
NOC2L	7
KLHL17	0
PLEKHN1	0
PERM1	0
HES4	0
ISG15	0
AGRN	0
LOC100288175	0
RNF223	0
C1orf159	0
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	15
B3GALT6	0
FAM132A	0
UBE2J2	22
LOC101928895	0
SCNN1D	0
ACAP3	0
MIR6726	0
PUSL1	2
CPSF3L	38
MIR6727	0
GLTPD1	18
TAS1R3	0
DVL1	0
MIR6808	0
MXRA8	0
AURKAIP1	28
CCNL2	125
LOC148413	2
MRPL20	21
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	0
ATAD3C	2
ATAD3B	0
ATAD3A	0
TMEM240	0
SSU72	105
C1orf233	0
MIB2	43
MMP23B	0
CDK11B	16
SLC35E2B	62
MMP23A	0
CDK11A	16
SLC35E2	27
NADK	0
GNB1	87
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	0
PRKCZ	0
LOC101929017	0
LOC100506504	0
C1orf86	26
SKI	30
MORN1	5
LOC100129534	0
RER1	48
PEX10	0
PLCH2	0
PANK4	7
HES5	0
LOC115110	0
LOC100133445	4
TNFRSF14	59
RP3-395M20.9	35
FAM213B	34
MMEL1	10
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	0
MEGF6	0
MIR551A	0
TPRG1L	21
WRAP73	0
TP73	0
TP73-AS1	0
CCDC27	0
SMIM1	7
LRRC47	2
CEP104	22
DFFB	0
C1orf174	21
LINC01134	3
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	0
KCNAB2	22
CHD5	0
RPL22	1
LOC102724450	0
RNF207	0
ICMT	0
LINC00337	0
HES3	0
GPR153	0
ACOT7	40
