Geneid	Br61_CTC___34
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	90
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	14
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	14
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	0
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	32
NOC2L	218
KLHL17	0
PLEKHN1	0
PERM1	0
HES4	216
ISG15	0
AGRN	27
LOC100288175	1
RNF223	31
C1orf159	316
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	26
B3GALT6	2
FAM132A	0
UBE2J2	233
LOC101928895	0
SCNN1D	0
ACAP3	17
MIR6726	0
PUSL1	164
CPSF3L	25
MIR6727	0
GLTPD1	60
TAS1R3	0
DVL1	20
MIR6808	1
MXRA8	0
AURKAIP1	199
CCNL2	221
LOC148413	74
MRPL20	299
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	58
ATAD3C	2
ATAD3B	89
ATAD3A	19
TMEM240	0
SSU72	245
C1orf233	83
MIB2	46
MMP23B	0
CDK11B	4
SLC35E2B	72
MMP23A	0
CDK11A	23
SLC35E2	2
NADK	71
GNB1	22
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	30
PRKCZ	4
LOC101929017	0
LOC100506504	0
C1orf86	104
SKI	3
MORN1	3
LOC100129534	0
RER1	522
PEX10	24
PLCH2	20
PANK4	10
HES5	0
LOC115110	0
LOC100133445	0
TNFRSF14	0
RP3-395M20.9	0
FAM213B	0
MMEL1	0
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	183
MEGF6	104
MIR551A	0
TPRG1L	2
WRAP73	92
TP73	0
TP73-AS1	44
CCDC27	0
SMIM1	0
LRRC47	369
CEP104	0
DFFB	0
C1orf174	54
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	5
KCNAB2	0
CHD5	0
RPL22	100
LOC102724450	0
RNF207	0
ICMT	360
LINC00337	0
HES3	0
GPR153	0
ACOT7	28
HES2	35
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	0
NOL9	3
TAS1R1	0
ZBTB48	0
KLHL21	2
PHF13	123
THAP3	43
DNAJC11	119
LOC100505887	0
CAMTA1	26
LOC100129476	0
LOC101928836	0
VAMP3	154
PER3	1
UTS2	0
TNFRSF9	0
PARK7	705
ERRFI1	562
LOC102724539	0
SLC45A1	0
RERE	287
LOC102724552	0
ENO1	1564
MIR6728	5
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	0
MIR34A	11
LOC102724571	5
H6PD	46
SPSB1	0
LOC100506022	0
SLC25A33	43
TMEM201	92
PIK3CD	0
C1orf200	0
LOC101929074	0
CLSTN1	95
CTNNBIP1	19
LZIC	130
NMNAT1	1
MIR5697	0
