Geneid	Br37_2
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	8
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	4
RP5-857K21.5	0
MIR6723	1
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	4
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	10
NOC2L	1
KLHL17	8
PLEKHN1	0
PERM1	0
HES4	25
ISG15	36
AGRN	70
LOC100288175	1
RNF223	0
C1orf159	20
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	39
B3GALT6	20
FAM132A	0
UBE2J2	109
LOC101928895	0
SCNN1D	0
ACAP3	37
MIR6726	0
PUSL1	41
CPSF3L	182
MIR6727	0
GLTPD1	68
TAS1R3	0
DVL1	32
MIR6808	0
MXRA8	0
AURKAIP1	65
CCNL2	161
LOC148413	19
MRPL20	111
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	0
ATAD3C	0
ATAD3B	22
ATAD3A	72
TMEM240	0
SSU72	144
C1orf233	0
MIB2	0
MMP23B	0
CDK11B	16
SLC35E2B	4
MMP23A	0
CDK11A	1
SLC35E2	10
NADK	8
GNB1	337
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	0
PRKCZ	44
LOC101929017	1
LOC100506504	0
C1orf86	59
SKI	61
MORN1	19
LOC100129534	0
RER1	313
PEX10	45
PLCH2	0
PANK4	0
HES5	0
LOC115110	0
LOC100133445	21
TNFRSF14	223
RP3-395M20.9	0
FAM213B	106
MMEL1	23
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	32
MEGF6	21
MIR551A	0
TPRG1L	51
WRAP73	49
TP73	0
TP73-AS1	46
CCDC27	0
SMIM1	36
LRRC47	39
CEP104	59
DFFB	28
C1orf174	2
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	0
KCNAB2	0
CHD5	0
RPL22	57
LOC102724450	0
RNF207	0
ICMT	59
LINC00337	0
HES3	0
GPR153	26
ACOT7	93
HES2	62
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	0
NOL9	0
TAS1R1	0
ZBTB48	0
KLHL21	0
PHF13	32
THAP3	25
DNAJC11	8
LOC100505887	0
CAMTA1	122
LOC100129476	0
LOC101928836	0
VAMP3	66
PER3	2
UTS2	0
TNFRSF9	0
PARK7	209
ERRFI1	24
LOC102724539	0
SLC45A1	0
RERE	43
LOC102724552	0
ENO1	481
MIR6728	4
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	71
MIR34A	2
LOC102724571	2
H6PD	16
SPSB1	13
LOC100506022	0
SLC25A33	0
TMEM201	0
PIK3CD	5
C1orf200	0
LOC101929074	0
CLSTN1	227
CTNNBIP1	84
LZIC	30
NMNAT1	16
MIR5697	0
LOC102724647	0
