Geneid	Br39_28
EMC1	62
MRTO4	144
AKR7L	7
AKR7A3	78
LOC100506730	0
AKR7A2	374
PQLC2	0
CAPZB	379
LOC644083	0
MINOS1	277
MINOS1-NBL1	66
RPS14P3	8
NBL1	0
HTR6	0
TMCO4	269
RNF186	0
OTUD3	58
PLA2G2E	0
PLA2G2A	0
PLA2G5	0
PLA2G2D	0
PLA2G2F	0
PLA2G2C	0
UBXN10-AS1	0
UBXN10	0
VWA5B1	0
LINC01141	0
CAMK2N1	72
MUL1	154
FAM43B	0
CDA	0
PINK1	86
MIR6084	9
PINK1-AS	44
DDOST	229
KIF17	0
SH2D5	0
HP1BP3	148
EIF4G3	400
MIR1256	0
ECE1	73
RP5-1071N3.1	0
NBPF3	2
ALPL	0
RAP1GAP	0
USP48	25
LDLRAD2	0
HSPG2	59
LOC102723558	0
CELA3B	0
CELA3A	0
RP1-224A6.3	0
LINC00339	6
CDC42	1971
WNT4	0
MIR4418	0
LOC101060363	0
ZBTB40	8
EPHA8	0
MIR6127	0
C1QA	0
C1QC	0
C1QB	0
EPHB2	0
MIR4684	0
MIR4253	0
LACTBL1	0
C1orf234	0
KDM1A	3
MIR3115	0
MIR4419A	0
LUZP1	625
HTR1D	0
RP5-1057J7.6	0
HNRNPR	573
ZNF436	326
C1orf213	0
TCEA3	211
ASAP3	635
E2F2	0
LOC101928163	0
ID3	500
MDS2	0
RPL11	736
TCEB3	175
RP5-886K2.3	23
PITHD1	174
LYPLA2	0
GALE	190
HMGCL	155
FUCA1	0
CNR2	0
MIR378F	0
PNRC2	693
SRSF10	637
MYOM3	0
IL22RA1	0
IFNLR1	0
RP11-10N16.2	0
GRHL3	0
STPG1	0
NIPAL3	554
RCAN3AS	0
RCAN3	328
LOC100506985	0
NCMAP	0
SRRM1	624
CLIC4	478
RUNX3	0
MIR6731	0
MIR4425	0
SYF2	140
C1orf63	92
RHD	0
LOC101928189	0
TMEM50A	703
RHCE	78
TMEM57	152
LDLRAP1	289
MAN1C1	0
SEPN1	217
LOC102723671	3
MTFR1L	168
LOC646471	18
AUNIP	32
PAQR7	101
STMN1	7
MIR3917	0
PAFAH2	308
EXTL1	0
LOC101928216	0
SLC30A2	0
TRIM63	0
PDIK1L	130
FAM110D	0
ZNF593	61
CNKSR1	85
CATSPER4	0
LOC101928303	0
CEP85	0
SH3BGRL3	27
UBXN11	326
CD52	0
AIM1L	0
ZNF683	0
LIN28A	0
DHDDS	0
RP3-476K8.3	0
HMGN2	91
RPS6KA1	89
MIR1976	0
LOC101928728	0
ARID1A	525
PIGV	10
ZDHHC18	0
SFN	75
GPN2	0
GPATCH3	1
NR0B2	0
NUDC	224
C1orf172	14
OSTCP2	0
TRNP1	0
FAM46B	134
LOC101928391	0
SLC9A1	805
LOC102723760	0
WDTC1	26
TMEM222	837
LOC644961	218
RNU6-48P	11
SYTL1	0
MAP3K6	0
FCN3	0
CD164L2	0
GPR3	0
WASF2	1076
AHDC1	139
FGR	0
IFI6	510
FAM76A	124
STX12	92
PPP1R8	470
SCARNA1	0
THEMIS2	0
RPA2	0
SMPDL3B	0
XKR8	0
EYA3	27
PTAFR	0
DNAJC8	378
ATPIF1	105
SESN2	2904
MED18	0
PHACTR4	587
SNHG3	123
RCC1	249
SNORA73A	0
RNU105A	0
TRNAU1AP	434
SNHG12	283
SNORD99	8
SNORA61	46
SNORA44	5
SNORA16A	12
RAB42	0
TAF12	0
RNU11	0
GMEB1	142
YTHDF2	283
OPRD1	17
EPB41	10
TMEM200B	66
SRSF4	367
MECR	0
PTPRU	127
RP3-437I16.1	0
RP11-111I12.1	0
MATN1	1
MATN1-AS1	14
LAPTM5	0
MIR4420	0
LOC400748	0
LOC102723832	0
SDC3	110
PUM1	881
SNORD103A	0
SNORD103B	0
SNORD85	0
LOC102723848	0
NKAIN1	300
SNRNP40	224
ZCCHC17	35
FABP3	0
SERINC2	976
RP11-439L8.3	0
RP11-439L8.4	0
TINAGL1	0
HCRTR1	0
PEF1	736
COL16A1	0
LOC101929444	0
BAI2	0
MIR4254	0
SPOCD1	0
PTP4A2	1414
KHDRBS1	665
TMEM39B	0
MIR5585	0
KPNA6	443
TXLNA	111
CCDC28B	0
IQCC	313
DCDC2B	41
TMEM234	127
EIF3I	58
MTMR9LP	0
FAM167B	0
LCK	0
HDAC1	0
MARCKSL1	0
FAM229A	14
TSSK3	25
BSDC1	801
ZBTB8B	0
ZBTB8A	41
LOC102723870	0
ZBTB8OS	48
RBBP4	749
SYNC	142
KIAA1522	1877
YARS	1403
S100PBP	12
FNDC5	0
HPCA	0
TMEM54	15
RNF19B	123
AK2	414
ADC	0
TRIM62	158
ZNF362	54
A3GALT2	0
PHC2	15
MIR3605	0
ZSCAN20	0
CSMD2	0
HMGB4	0
RP5-1007G16.1	0
C1orf94	0
MIR552	0
GJB5	0
GJB4	0
GJB3	0
GJA4	0
SMIM12	197
DLGAP3	0
LOC653160	0
ZMYM6NB	0
ZMYM6	346
ZMYM1	52
SFPQ	624
ZMYM4	247
KIAA0319L	382
NCDN	150
TFAP2E	11
PSMB2	566
C1orf216	2
CLSPN	0
AGO4	134
AGO1	186
AGO3	3
TEKT2	0
ADPRHL2	667
COL8A2	0
TRAPPC3	421
MAP7D1	159
THRAP3	947
SH3D21	0
EVA1B	0
STK40	563
LSM10	119
OSCP1	66
MRPS15	52
CSF3R	0
GRIK3	0
MIR4255	0
LINC01137	512
ZC3H12A	559
MIR6732	1
MEAF6	381
MIR5581	0
SNIP1	176
DNALI1	2
GNL2	192
RSPO1	0
C1orf109	114
CDCA8	0
EPHA10	191
MANEAL	58
YRDC	66
C1orf122	0
MTF1	447
INPP5B	0
SF3A3	0
FHL3	0
UTP11L	0
POU3F1	0
MIR3659	0
RP11-214L19.1	0
RRAGC	331
GJA9-MYCBP	0
MYCBP	0
GJA9	0
RHBDL2	126
AKIRIN1	848
NDUFS5	9
MACF1	938
KIAA0754	6
BMP8A	0
PPIEL	66
PABPC4	1
SNORA55	0
HEYL	0
NT5C1A	0
HPCAL4	0
PPIE	255
BMP8B	62
OXCT2	0
LOC101929536	0
TRIT1	26
MYCL	0
MFSD2A	0
CAP1	575
PPT1	754
RLF	213
TMCO2	0
ZMPSTE24	401
COL9A2	0
SMAP2	129
ZFP69B	0
ZFP69	0
EXO5	0
ZNF684	9
RIMS3	74
NFYC-AS1	20
NFYC	73
MIR30E	0
MIR30C1	0
KCNQ4	0
CITED4	0
CTPS1	0
SLFNL1-AS1	0
SLFNL1	0
SCMH1	19
LOC102723924	0
FOXO6	0
LOC101929901	0
EDN2	0
HIVEP3	0
GUCA2B	0
GUCA2A	0
FOXJ3	16
RIMKLA	0
ZMYND12	59
PPCS	255
CCDC30	0
PPIH	99
YBX1	24
CLDN19	0
LEPRE1	0
C1orf50	13
LOC100129924	0
CCDC23	70
ERMAP	15
ZNF691	0
LOC339539	2
SLC2A1	199
SLC2A1-AS1	14
FAM183A	0
EBNA1BP2	24
MIR6733	0
WDR65	8
TMEM125	243
C1orf210	198
TIE1	0
MPL	0
CDC20	0
ELOVL1	162
MIR6734	0
MED8	46
SZT2	180
MIR6735	0
HYI	72
PTPRF	969
KDM4A	91
KDM4A-AS1	0
ST3GAL3	0
RP11-184I16.4	0
MIR6079	0
ARTN	0
LOC101929609	0
IPO13	186
DPH2	194
ATP6V0B	406
B4GALT2	0
CCDC24	10
SLC6A9	801
KLF17	0
DMAP1	102
ERI3	0
ERI3-IT1	0
RNF220	2
MIR5584	0
LOC102723990	2
TMEM53	0
C1orf228	0
RNU5F-1	0
RNU5D-1	5
KIF2C	0
RPS8	508
SNORD55	20
SNORD46	0
SNORD38A	0
SNORD38B	6
BEST4	0
PLK3	285
TCTEX1D4	5
BTBD19	0
PTCH2	0
EIF2B3	0
HECTD3	334
UROD	193
ZSWIM5	0
LINC01144	0
HPDL	0
MUTYH	0
TOE1	0
TESK2	0
CCDC163P	0
MMACHC	9
PRDX1	2043
AKR1A1	2263
NASP	55
CCDC17	57
GPBP1L1	316
RPS15AP10	0
TMEM69	150
IPP	361
MAST2	738
PIK3R3	311
RP4-533D7.5	121
TSPAN1	10
LOC102724021	0
POMGNT1	523
LURAP1	0
RAD54L	2
LOC102724045	0
LOC102724033	0
LRRC41	60
UQCRH	214
NSUN4	324
FAAH	0
LOC729041	38
RP5-1109J22.2	0
DMBX1	0
MKNK1-AS1	1
KNCN	0
MKNK1	48
LOC101929673	0
MOB3C	21
ATPAF1	147
TEX38	0
EFCAB14-AS1	0
EFCAB14	140
CYP4B1	0
CYP4Z2P	0
CYP4A11	0
CYP4X1	0
CYP4Z1	0
CYP4A22	0
LINC00853	0
PDZK1IP1	0
TAL1	0
STIL	0
CMPK1	210
LOC102724077	4
FOXE3	0
FOXD2-AS1	27
FOXD2	0
TRABD2B	0
SKINTL	0
SLC5A9	0
SPATA6	140
LOC102724088	0
AGBL4	0
BEND5	0
AGBL4-IT1	0
ELAVL4	0
DMRTA2	0
FAF1	161
CDKN2C	0
C1orf185	0
MIR4421	0
MIR6500	0
RNF11	581
TTC39A	278
LOC102724097	19
EPS15	332
OSBPL9	925
NRD1	598
MIR761	0
RAB3B	0
TXNDC12	23
KTI12	0
BTF3L4	131
ZFYVE9	47
CC2D1B	183
ORC1	0
PRPF38A	0
ZCCHC11	389
GPX7	0
FAM159A	0
COA7	0
ZYG11B	229
ZYG11A	0
ECHDC2	293
SCP2	259
MIR1273F	2
MIR5095	0
MIR1273G	0
PODN	0
SLC1A7	0
LOC102724114	0
CPT2	111
C1orf123	91
MAGOH	33
RP5-1024G6.5	0
LRP8	260
LOC102724125	0
SLC25A3P1	0
DMRTB1	0
GLIS1	0
NDC1	7
YIPF1	392
DIO1	0
HSPB11	90
LRRC42	225
LDLRAD1	0
TMEM59	524
TCEANC2	39
MIR4781	0
CDCP2	0
CYB5RL	1
MRPL37	7
SSBP3	0
SSBP3-AS1	0
ACOT11	0
FAM151A	0
MROH7	0
MROH7-TTC4	63
TTC4	80
PARS2	0
TTC22	26
C1orf177	0
DHCR24	529
TRNAK-CUU	0
TMEM61	0
BSND	0
PCSK9	0
USP24	6
LOC100507634	9
MIR4422	0
LOC102724140	0
PPAP2B	358
PRKAA2	0
LOC102724154	0
C1orf168	0
LOC101929757	0
C8A	0
C8B	0
DAB1	0
DAB1-AS1	0
OMA1	57
TACSTD2	1614
MYSM1	899
JUN	6262
LINC01135	0
LOC101926907	0
RP4-794H19.4	0
HSD52	0
FGGY	0
MIR4711	0
RP4-782L23.1	0
HOOK1	47
CYP2J2	310
C1orf87	0
RP11-436K8.1	0
LOC100996570	0
NFIA	1149
LOC102724281	0
RP5-833A20.1	0
MGC34796	0
TM2D1	282
INADL	1332
MIR3116-1	0
MIR3116-2	0
L1TD1	0
KANK4	0
USP1	1177
DOCK7	323
ANGPTL3	10
RP11-230B22.1	9
ATG4C	0
LINC00466	0
LOC100996301	0
FOXD3	0
MIR6068	0
ALG6	94
ITGB3BP	51
LOC102724319	0
EFCAB7	122
DLEU2L	0
PGM1	256
ROR1	0
RP11-24J23.2	0
UBE2U	0
CACHD1	0
LOC101927065	0
MIR4794	0
RAVER2	0
JAK1	4216
RP11-182I10.3	0
MIR3671	0
MIR101-1	0
AK4	111
DNAJC6	0
LOC102724416	0
LEPROT	1059
LEPR	250
PDE4B	13
RP11-397C12.1	0
SGIP1	0
MIR3117	0
TCTEX1D1	0
INSL5	0
WDR78	113
MIER1	591
SLC35D1	186
C1orf141	0
IL23R	0
IL12RB2	0
SERBP1	229
LOC102724481	0
GADD45A	128
GNG12	2426
GNG12-AS1	0
DIRAS3	0
WLS	41
LOC101929986	0
MIR1262	0
RPE65	0
DEPDC1	0
RP4-694A7.4	0
LRRC7	0
PIN1P1	0
LRRC40	186
SRSF11	1412
ANKRD13C	127
HHLA3	169
LOC102724548	0
CTH	0
RP5-952N6.1	0
LOC102724572	0
PTGER3	0
ZRANB2-AS1	35
ZRANB2	693
MIR186	1
ZRANB2-AS2	0
NEGR1	0
NEGR1-IT1	0
RP11-262K1.1	0
RP4-598G3.1	0
LRRIQ3	0
FPGT-TNNI3K	64
FPGT	139
TNNI3K	0
C1orf173	0
LOC101927320	0
CRYZ	5
TYW3	5
LHX8	0
SLC44A5	166
ACADM	422
RABGGTB	69
SNORD45C	30
SNORD45A	0
SNORD45B	8
MSH4	0
ASB17	0
RP11-550H2.1	21
ST6GALNAC3	0
ST6GALNAC5	0
MIR7156	0
PIGK	23
AK5	2
ZZZ3	236
USP33	1137
FAM73A	325
NEXN-AS1	0
NEXN	35
FUBP1	950
DNAJB4	15
GIPC2	0
MGC27382	63
PTGFR	0
IFI44L	0
IFI44	0
ELTD1	0
RP5-887A10.1	0
LOC101927458	0
LPHN2	9
RP11-170N11.1	0
LOC101927542	0
RP11-475O6.1	0
RP11-475O6.1-2	0
TTLL7	7
PRKACB	987
LOC101927611	0
LOC101927633	0
SAMD13	0
UOX	0
DNASE2B	0
LOC101927656	0
RPF1	353
GNG5	892
SPATA1	67
CTBS	1655
LOC101927773	0
C1orf180	0
SSX2IP	51
LOC102724892	4
LPAR3	1668
MCOLN2	0
MCOLN3	12
WDR63	0
MIR4423	0
SYDE2	876
C1orf52	315
BCL10	3589
LOC646626	734
DDAH1	756
LOC101930232	0
CYR61	483
ZNHIT6	601
COL24A1	0
ODF2L	228
MIR7856	4
CLCA2	0
CLCA1	0
CLCA4	0
CLCA3P	0
SH3GLB1	1391
SEP15	811
HS2ST1	0
LINC01140	0
LOC101927844	0
LMO4	56
RP4-544H6.2	0
LOC101927871	0
RP11-76N22.2	0
PKN2	2
GTF2B	0
CCBL2	37
RBMXL1	53
GBP3	0
GBP1	0
GBP2	0
GBP7	0
GBP4	0
GBP5	0
LOC729930	0
GBP6	0
GBP1P1	0
LRRC8B	0
FLJ27354	0
LRRC8C	0
LOC102723361	0
LOC101927952	0
LOC101927933	0
LOC101927975	0
LRRC8D	164
GEMIN8P4	0
ZNF326	205
BARHL2	0
LOC149351	0
ZNF644	927
LOC102723410	21
HFM1	0
CDC7	0
LOC102723436	0
TGFBR3	0
BRDT	0
EPHX4	0
SETSIP	4
BTBD8	0
KIAA1107	0
C1orf146	0
GLMN	0
RPAP2	0
GFI1	0
EVI5	204
RPL5	301
FAM69A	3
SNORD21	0
SNORA66	0
MTF2	587
TMED5	32
CCDC18	0
LOC100131564	288
DR1	300
FNBP1L	145
TRNAC-GCA	0
BCAR3	214
RP5-1033H22.2	0
LOC102723480	0
MIR760	0
TRNAR15	0
DNTTIP2	151
GCLM	45
ABCA4	0
ARHGAP29	867
LOC100505940	0
ABCD3	127
F3	331
LOC102723542	0
LINC01057	0
MIR378G	0
SLC44A3	2
CNN3	902
RP4-639F20.1	0
ALG14	0
LOC101928098	0
TMEM56	0
TMEM56-RWDD3	0
RP11-57H12.3	0
RWDD3	58
LOC100996630	0
LOC101928169	0
FLJ31662	0
RP11-286B14.1	0
LOC101928219	0
LOC102723661	0
RP5-898J17.1	0
PTBP2	266
DPYD	0
DPYD-AS1	0
DPYD-AS2	0
LOC102723700	0
MIR137HG	0
MIR2682	0
MIR137	0
RP5-1070A16.1	0
SNX7	0
LPPR5	0
RP5-896L10.1	0
LPPR4	0
RP11-413P11.1	0
PALMD	0
FRRS1	0
AGL	0
LOC101930120	0
SLC35A3	146
HIAT1	7
SASS6	0
TRMT13	171
LRRC39	0
DBT	0
RP11-305E17.6	0
RTCA	52
MIR553	0
CDC14A	0
GPR88	0
RP11-84O12.4	0
VCAM1	0
EXTL2	0
SLC30A7	236
DPH5	113
LOC102606465	0
LOC101928334	0
LOC101928370	0
S1PR1	0
LOC102723784	0
OLFM3	0
DNAJA1P5	0
COL11A1	0
LOC101928436	0
RNPC3	118
AMY2B	0
ACTG1P4	6
AMY2A	0
AMY1A	0
AMY1B	0
AMY1C	0
LOC100129138	9
RP11-251P6.1	0
PRMT6	0
NTNG1	0
LOC102724829	0
VAV3	218
MIR7852	0
VAV3-AS1	0
SLC25A24	140
NBPF4	0
LOC400768	0
NBPF6	0
FAM102B	0
HENMT1	138
PRPF38B	210
FNDC7	0
STXBP3	90
AKNAD1	0
SPATA42	0
GPSM2	0
CLCC1	80
WDR47	15
TAF13	52
TMEM167B	449
SCARNA2	0
C1orf194	0
KIAA1324	115
SARS	955
CELSR2	250
PSRC1	0
MYBPHL	0
SORT1	106
PSMA5	740
SYPL2	0
ATXN7L2	0
CYB561D1	0
AMIGO1	0
GPR61	0
LOC101928560	0
GNAI3	217
MIR197	0
GNAT2	0
AMPD2	0
GSTM4	0
GSTM2	0
GSTM1	0
GSTM5	0
GSTM3	0
EPS8L3	0
CSF1	0
AHCYL1	266
STRIP1	502
ALX3	0
UBL4B	0
SLC6A17	0
KCNC4-AS1	0
KCNC4	0
RP5-1074L1.1	0
RBM15	0
SLC16A4	0
LAMTOR5	310
LAMTOR5-AS1	0
PROK1	0
CYMP	0
LOC440602	0
KCNA10	0
KCNA2	0
KCNA3	1
CD53	0
LRIF1	308
DRAM2	160
CEPT1	84
DENND2D	0
CHI3L2	0
CHIAP2	0
CHIA	0
PIFO	0
PGCP1	0
OVGP1	0
WDR77	7
ATP5F1	127
C1orf162	0
ADORA3	0
LINC01160	0
RAP1A	20
FAM212B	0
FAM212B-AS1	0
LOC101928718	0
DDX20	0
KCND3	0
KCND3-IT1	0
LOC643355	0
LOC101928754	0
CTTNBP2NL	2
MIR4256	0
WNT2B	0
ST7L	141
CAPZA1	475
MOV10	157
RHOC	520
PPM1J	0
FAM19A3	0
LOC128322	11
RP11-426L16.8	0
SLC16A1	0
AKR7A2P1	17
SLC16A1-AS1	0
LOC101930375	0
RP11-31F15.2	0
LRIG2	543
LOC102723919	4
LOC643441	0
MAGI3	402
PHTF1	0
RSBN1	55
PTPN22	4
RP5-1073O3.2	0
AP4B1-AS1	125
BCL2L15	0
AP4B1	567
DCLRE1B	0
RP5-1073O3.7	0
HIPK1	756
OLFML3	0
SYT6	0
TRIM33	685
LOC101928890	36
BCAS2	287
DENND2C	0
AMPD1	0
NRAS	641
CSDE1	2091
SIKE1	87
SYCP1	0
TSHB	0
TSPAN2	0
NGF	0
VANGL1	526
CASQ2	0
NHLH2	0
LOC101928977	0
SLC22A15	76
MAB21L3	0
ATP1A1	656
ATP1A1OS	135
RP4-655J12.4	0
CD58	211
MIR548AC	0
IGSF3	1574
MIR320B1	0
C1orf137	28
CD2	0
PTGFRN	810
CD101	0
RP11-27K13.3	0
TTF2	79
MIR942	0
TRIM45	10
VTCN1	1195
MAN1A2	278
FAM46C	0
GDAP2	189
WDR3	463
SPAG17	3
TBX15	0
WARS2	136
RP11-418J17.1	36
HAO2	71
HAO2-IT1	0
HSD3B2	0
HSD3B1	0
HSD3BP4	0
LINC00622	0
ZNF697	93
PHGDH	300
HMGCS2	0
REG4	0
NBPF7	0
ADAM30	0
NOTCH2	3144
LOC101929178	0
SEC22B	321
LOC100996723	0
LOC101929786	0
LOC101929788	0
NBPF8	31
PFN1P2	0
LOC102724372	0
LOC100996724	0
LOC101929792	0
LOC101929796	483
LOC102724282	0
NBPF26	246
TRNAN5	0
RNVU1-19	17
PPIAL4B	0
LINC00623	0
RNVU1-4	0
TRNAN22	0
LINC00623-2	0
LOC100996721	0
TRNAG-CCC-2	0
TRNAV-CAC	0
LOC101929798	0
TRNAN-GUU-2	0
FCGR1B	0
LOC100996318	0
HIST2H2BA	0
FAM72B	0
LOC102724451	0
SRGAP2C	0
SRGAP2-AS1	0
EMBP1	0
LOC101929814	0
LOC100996735	0
LOC101929815	0
LOC101927452	0
NBPF23P	0
TRNAQ20	0
RNVU1-17	0
RNVU1-18	0
LOC101929561	0
TRNAN3	0
LOC388692	0
TRNAV16	0
TRNAV25	0
RP11-353N4.5	0
TRNAN29	0
FCGR1C	0
LOC100996713	0
FAM72C	0
SRGAP2D	0
LOC102724504	0
LOC101929803	0
LOC100996732	0
LOC101927333	0
PPIAL4E	0
RNVU1-15	0
TRNAN27	0
NBPF15	31
TRNAN15	0
PPIAL4F	0
LOC101929826	0
LOC101927429	0
RP11-14N7.2	0
SRGAP2B	0
LOC102724255	0
FAM72D	0
TRNAN-GUU-3	0
LOC101929805	0
TRNAV-CAC-2	0
TRNAV-CAC-3	0
LOC102724235	0
LOC100996741	0
LOC100996740	2
PPIAL4D	0
RNVU1-14	4
TRNAN1	0
NBPF20	0
TRNAQ-CUG	0
TRNAN-GUU-4	0
LOC102724173	0
LOC101060254	0
NBPF25P	4
GPR89A	151
PDZK1	0
CD160	0
RNF115	698
POLR3C	460
NUDT17	103
PIAS3	25
MIR6736	0
ANKRD35	0
ITGA10	0
PEX11B	153
GNRHR2	0
RBM8A	192
LIX1L	0
POLR3GL	0
ANKRD34A	0
TXNIP	0
HFE2	0
TRNAE21	0
TRNAG11	0
TRNAH4	0
TRNAK20	0
RNVU1-6	0
RP11-458D21.1	0
NBPF10	104
NOTCH2NL	38
NUDT4P2	0
LOC102724364	0
TRNAN-GUU-5	0
LOC100996756	0
LOC102724558	0
LOC102724573	0
HYDIN2	0
NBPF12	111
LOC101929781	0
LOC728989	0
TRNAH10	0
NBPF13P	3
PRKAB2	410
CHD1L	116
PDIA3P1	112
FMO5	37
LINC00624	0
BCL9	57
ACP6	0
LOC102723321	0
GJA5	0
GJA8	0
GPR89B	23
TRNAQ13	0
RNVU1-7	0
TRNAN19	0
NBPF11	3
LOC100505824	0
LOC101929257	0
