Geneid	Br16_6
DDX11L1	0
WASH7P	1
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	11
LOC100996442	0
LOC102723897	1
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	2
LOC101928706	3
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	1
LINC01128	0
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	11
NOC2L	117
KLHL17	0
PLEKHN1	26
PERM1	8
HES4	38
ISG15	377
AGRN	44
LOC100288175	2
RNF223	0
C1orf159	10
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	117
B3GALT6	39
FAM132A	0
UBE2J2	115
LOC101928895	0
SCNN1D	0
ACAP3	17
MIR6726	0
PUSL1	34
CPSF3L	62
MIR6727	0
GLTPD1	48
TAS1R3	0
DVL1	0
MIR6808	0
MXRA8	7
AURKAIP1	96
CCNL2	214
LOC148413	34
MRPL20	100
ANKRD65	10
TMEM88B	0
LOC102724312	0
VWA1	29
ATAD3C	4
ATAD3B	1
ATAD3A	15
TMEM240	0
SSU72	131
C1orf233	9
MIB2	16
MMP23B	0
CDK11B	15
SLC35E2B	1
MMP23A	0
CDK11A	1
SLC35E2	3
NADK	44
GNB1	68
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	15
PRKCZ	35
LOC101929017	0
LOC100506504	0
C1orf86	41
SKI	16
MORN1	9
LOC100129534	0
RER1	151
PEX10	32
PLCH2	0
PANK4	0
HES5	0
LOC115110	0
LOC100133445	16
TNFRSF14	134
RP3-395M20.9	0
FAM213B	90
MMEL1	53
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	92
MEGF6	26
MIR551A	0
TPRG1L	0
WRAP73	0
TP73	0
TP73-AS1	0
CCDC27	0
SMIM1	4
LRRC47	44
CEP104	0
DFFB	1
C1orf174	48
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	0
KCNAB2	4
CHD5	0
RPL22	64
LOC102724450	0
RNF207	27
ICMT	124
LINC00337	0
HES3	0
GPR153	0
ACOT7	22
