Geneid	Br39_1
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	57
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	1
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	0
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	28
NOC2L	105
KLHL17	0
PLEKHN1	20
PERM1	0
HES4	42
ISG15	453
AGRN	111
LOC100288175	19
RNF223	11
C1orf159	18
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	33
B3GALT6	0
FAM132A	0
UBE2J2	271
LOC101928895	4
SCNN1D	0
ACAP3	31
MIR6726	0
PUSL1	151
CPSF3L	224
MIR6727	0
GLTPD1	267
TAS1R3	0
DVL1	180
MIR6808	0
MXRA8	0
AURKAIP1	174
CCNL2	1148
LOC148413	33
MRPL20	116
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	114
ATAD3C	123
ATAD3B	0
ATAD3A	0
TMEM240	0
SSU72	59
C1orf233	0
MIB2	111
MMP23B	0
CDK11B	41
SLC35E2B	52
MMP23A	0
CDK11A	48
SLC35E2	7
NADK	47
GNB1	125
CALML6	0
TMEM52	0
KIAA1751	2
GABRD	0
PRKCZ	25
LOC101929017	0
LOC100506504	0
C1orf86	25
SKI	10
MORN1	0
LOC100129534	0
RER1	269
PEX10	163
PLCH2	10
PANK4	0
HES5	0
LOC115110	0
LOC100133445	0
TNFRSF14	0
RP3-395M20.9	0
FAM213B	0
MMEL1	0
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	328
MEGF6	0
MIR551A	0
TPRG1L	102
WRAP73	33
TP73	0
TP73-AS1	28
CCDC27	0
SMIM1	1
LRRC47	60
CEP104	134
DFFB	0
C1orf174	42
LINC01134	11
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	13
KCNAB2	0
CHD5	0
RPL22	84
LOC102724450	0
RNF207	0
ICMT	53
LINC00337	0
HES3	0
GPR153	0
ACOT7	9
HES2	0
ESPN	1
MIR4252	0
TNFRSF25	0
PLEKHG5	0
NOL9	225
TAS1R1	0
ZBTB48	61
KLHL21	147
PHF13	0
THAP3	216
DNAJC11	172
LOC100505887	0
CAMTA1	9
LOC100129476	0
LOC101928836	0
VAMP3	93
PER3	1
UTS2	7
TNFRSF9	0
PARK7	495
ERRFI1	124
LOC102724539	2
SLC45A1	0
RERE	13
LOC102724552	0
ENO1	1228
MIR6728	4
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	1
MIR34A	3
LOC102724571	0
H6PD	59
SPSB1	16
LOC100506022	0
SLC25A33	66
TMEM201	71
PIK3CD	34
C1orf200	0
LOC101929074	0
CLSTN1	134
CTNNBIP1	6
LZIC	105
NMNAT1	24
MIR5697	0
LOC102724647	0
