Geneid	Br37_1
DDX11L1	0
WASH7P	0
MIR6859-1	0
MIR1302-2	0
FAM138A	0
OR4F5	0
LOC101927589	0
LOC729737	0
LOC100996442	0
LOC102723897	0
LOC102723917	0
LOC101929192	0
OR4F29	0
RP4-669L17.10	0
LOC100134822	0
RP5-857K21.5	0
MIR6723	0
OR4F16	0
LOC100133331	0
LOC101928706	0
LOC101060494	0
LOC100288069	0
LOC100287934	0
FAM87B	0
LINC00115	0
LINC01128	6
FAM41C	0
LOC284600	0
LOC100130417	0
LOC101928801	0
SAMD11	0
NOC2L	1
KLHL17	2
PLEKHN1	1
PERM1	0
HES4	3
ISG15	0
AGRN	27
LOC100288175	0
RNF223	13
C1orf159	7
RP11-465B22.5	0
MIR200B	0
MIR200A	0
MIR429	1
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	0
SDF4	0
B3GALT6	0
FAM132A	0
UBE2J2	0
LOC101928895	0
SCNN1D	0
ACAP3	0
MIR6726	0
PUSL1	43
CPSF3L	2
MIR6727	0
GLTPD1	0
TAS1R3	0
DVL1	0
MIR6808	0
MXRA8	0
AURKAIP1	0
CCNL2	45
LOC148413	32
MRPL20	11
ANKRD65	0
TMEM88B	0
LOC102724312	0
VWA1	0
ATAD3C	0
ATAD3B	4
ATAD3A	0
TMEM240	0
SSU72	50
C1orf233	0
MIB2	3
MMP23B	0
CDK11B	8
SLC35E2B	33
MMP23A	0
CDK11A	2
SLC35E2	13
NADK	21
GNB1	93
CALML6	0
TMEM52	0
KIAA1751	0
GABRD	0
PRKCZ	15
LOC101929017	0
LOC100506504	0
C1orf86	26
SKI	0
MORN1	0
LOC100129534	0
RER1	18
PEX10	0
PLCH2	0
PANK4	0
HES5	0
LOC115110	0
LOC100133445	0
TNFRSF14	0
RP3-395M20.9	10
FAM213B	0
MMEL1	0
TTC34	0
LOC101929067	0
ACTRT2	0
LINC00982	0
PRDM16	0
MIR4251	0
ARHGEF16	13
MEGF6	57
MIR551A	0
TPRG1L	0
WRAP73	0
TP73	0
TP73-AS1	0
CCDC27	0
SMIM1	0
LRRC47	43
CEP104	0
DFFB	0
C1orf174	59
LINC01134	0
RP13-614K11.1	0
LOC102724415	0
RP5-1166F10.1	0
AJAP1	0
LOC102724429	0
MIR4417	0
LOC100287877	0
MIR4689	0
NPHP4	10
KCNAB2	0
CHD5	0
RPL22	92
LOC102724450	0
RNF207	0
ICMT	9
LINC00337	0
HES3	0
GPR153	0
ACOT7	37
HES2	3
ESPN	0
MIR4252	0
TNFRSF25	0
PLEKHG5	0
NOL9	10
TAS1R1	0
ZBTB48	0
KLHL21	37
PHF13	40
THAP3	26
DNAJC11	43
LOC100505887	0
CAMTA1	21
LOC100129476	0
LOC101928836	0
VAMP3	27
PER3	0
UTS2	0
TNFRSF9	0
PARK7	148
ERRFI1	36
LOC102724539	0
SLC45A1	0
RERE	9
LOC102724552	0
ENO1	462
MIR6728	2
ENO1-AS1	0
CA6	0
SLC2A7	0
SLC2A5	0
GPR157	85
MIR34A	0
LOC102724571	0
H6PD	0
SPSB1	15
LOC100506022	0
SLC25A33	0
TMEM201	2
PIK3CD	13
C1orf200	0
LOC101929074	0
CLSTN1	99
CTNNBIP1	1
LZIC	0
NMNAT1	0
MIR5697	0
LOC102724647	0
